,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Andros Townsend\b28bbd58,eng ENG,ATMT,26,36,35,3120,34.7,2,7,2,0,0,3,0,0.06,0.20,0.26,0.06,0.26,3.3,3.3,6.8,10.2,0.10,0.20,0.29,0.10,0.29,Matchs
Luka Milivojević\2ce2508a,rs SRB,MT,26,36,35,3080,34.2,10,1,3,7,8,8,0,0.29,0.03,0.32,0.09,0.12,7.8,1.8,1.0,2.7,0.23,0.03,0.26,0.05,0.08,Matchs
Wilfried Zaha\b2bc3b1f,ci CIV,ATMT,24,29,28,2549,28.3,9,3,9,0,0,5,0,0.32,0.11,0.42,0.32,0.42,10.5,10.5,5.2,15.7,0.37,0.18,0.55,0.37,0.55,Matchs
Yohan Cabaye\ad7b19ef,fr FRA,MT,31,31,28,2376,26.4,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.8,1.8,4.0,5.8,0.07,0.15,0.22,0.07,0.22,Matchs
James McArthur\cee31595,sct SCO,MT,29,33,27,2431,27.0,5,1,5,0,0,5,0,0.19,0.04,0.22,0.19,0.22,4.7,4.7,1.6,6.3,0.17,0.06,0.23,0.17,0.23,Matchs
Wayne Hennessey\76eca7e2,wls WAL,GB,30,27,27,2430,27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matchs
James Tomkins\e7ca0439,eng ENG,DF,28,28,27,2387,26.5,3,0,3,0,0,8,0,0.11,0.00,0.11,0.11,0.11,2.0,2.0,0.2,2.2,0.07,0.01,0.08,0.07,0.08,Matchs
Patrick van Aanholt\5f09991f,nl NED,DF,26,28,25,2184,24.3,5,1,5,0,0,7,0,0.21,0.04,0.25,0.21,0.25,3.4,3.4,1.8,5.2,0.14,0.07,0.21,0.14,0.21,Matchs
Christian Benteke\ab070c55,be BEL,AT,26,31,24,2240,24.9,3,5,2,1,2,6,0,0.12,0.20,0.32,0.08,0.28,10.0,8.5,2.7,11.2,0.40,0.11,0.51,0.34,0.45,Matchs
