,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Pablo Zabaleta\6813ac34,ar ARG,DF,32,37,37,3289,36.5,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.3,1.7,0.01,0.03,0.05,0.01,0.05,Matchs
Aaron Cresswell\4f974391,eng ENG,DF,27,36,35,3069,34.1,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.8,0.8,2.8,3.6,0.02,0.08,0.10,0.02,0.10,Matchs
Angelo Ogbonna\74b2cd7e,it ITA,DF,29,32,32,2880,32.0,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.5,1.2,0.02,0.02,0.04,0.02,0.04,Matchs
Cheikhou Kouyaté\8d3c902d,sn SEN,MT,27,33,32,2799,31.1,2,3,2,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11,Matchs
Mark Noble\ff527768,eng ENG,MT,30,29,28,2400,26.7,4,0,2,2,2,6,0,0.15,0.00,0.15,0.07,0.07,2.1,0.6,1.9,2.5,0.08,0.07,0.15,0.02,0.09,Matchs
Marko Arnautović\00459419,at AUT,ATMT,28,31,28,2313,25.7,11,6,11,0,0,5,1,0.43,0.23,0.66,0.43,0.66,10.4,10.4,4.0,14.4,0.41,0.15,0.56,0.41,0.56,Matchs
Manuel Lanzini\26f6dca8,ar ARG,MTAT,24,27,23,2042,22.7,5,6,5,0,1,4,0,0.22,0.26,0.48,0.22,0.48,4.2,3.5,3.9,7.4,0.19,0.17,0.36,0.15,0.32,Matchs
Arthur Masuaku\57df7a11,cd COD,DF,23,27,21,1870,20.8,0,3,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,2.8,3.1,0.01,0.14,0.15,0.01,0.15,Matchs
Adrián\f76e6b4e,es ESP,GB,30,19,19,1710,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Joe Hart\cb4f24c6,eng ENG,GB,30,19,19,1710,19.0,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.8,0.8,0.00,0.04,0.04,0.00,0.04,Matchs
Pedro Obiang\ba1e04b3,gq EQG,MT,25,21,18,1563,17.4,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.4,0.8,0.02,0.02,0.05,0.02,0.05,Matchs
Winston Reid\562eed5c,nz NZL,DF,29,17,17,1452,16.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matchs
Javier Hernández\189cee7b,mx MEX,AT,29,28,16,1548,17.2,8,0,8,0,0,3,0,0.47,0.00,0.47,0.47,0.47,5.4,5.4,1.7,7.2,0.32,0.10,0.42,0.32,0.42,Matchs
Michail Antonio\ac05f970,jm JAM,ATMT,27,21,16,1354,15.0,3,1,3,0,0,1,0,0.20,0.07,0.27,0.20,0.27,2.6,2.6,0.8,3.4,0.17,0.05,0.22,0.17,0.22,Matchs
Declan Rice\1c7012b8,eng ENG,DFMT,18,26,15,1430,15.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Matchs
James Collins\c61f1719,wls WAL,DF,33,13,12,1050,11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06,Matchs
João Mário\f0021247,pt POR,MTAT,24,13,12,1022,11.4,2,1,2,0,0,0,0,0.18,0.09,0.26,0.18,0.26,2.2,2.2,1.3,3.5,0.20,0.11,0.31,0.20,0.31,Matchs
André Ayew\5dbefa9d,gh GHA,MTAT,27,18,9,895,9.9,3,2,3,0,1,2,0,0.30,0.20,0.50,0.30,0.50,2.9,2.2,0.2,2.4,0.29,0.02,0.32,0.22,0.24,Matchs
Edimilson Fernandes\3bb625ac,ch SUI,MTAT,21,14,9,845,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08,Matchs
José Fonte\90f87966,pt POR,DF,33,8,8,688,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,0.6,1.3,0.08,0.08,0.17,0.08,0.17,Matchs
Andy Carroll\b581987a,eng ENG,AT,28,16,7,751,8.3,3,0,3,0,0,6,2,0.36,0.00,0.36,0.36,0.36,1.5,1.5,0.5,2.0,0.18,0.06,0.24,0.18,0.24,Matchs
Patrice Evra\51a3caf1,fr FRA,DF,36,5,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Sam Byram\1bf811d4,eng ENG,DF,23,5,2,248,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.17,0.08,0.25,0.17,0.25,Matchs
Diafra Sakho\57c433c8,sn SEN,ATMT,27,14,0,306,3.4,2,0,2,0,0,2,0,0.59,0.00,0.59,0.59,0.59,1.7,1.7,0.0,1.7,0.50,0.01,0.51,0.50,0.51,Matchs
Jordan Hugill\a36d4785,eng ENG,ATDF,25,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Josh Cullen\f6d7d690,ie IRL,MT,21,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Reece Oxford\8b6e0db2,eng ENG,MT,18,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Marcus Browne\7358a89a,eng ENG,ATMT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Reece Burke\a681b7b7,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Grady Diangana\f522d7ec,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Sead Haksabanović\d2fd7c14,me MNE,ATMT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ben Johnson\9319781b,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Moses Makasi\4ae7add0,eng ENG,MT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Toni Martínez\f3945e07,es ESP,AT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Josh Pask\ccd1bb4d,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Domingos Quina\41fb0f4e,pt POR,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Nathan Trott\7494bea9,eng ENG,GB,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.0,38,418,3420,38.0,48,29,46,2,4,,,1.26,0.76,2.03,1.21,1.97,39.8,36.8,25.3,62.1,1.05,0.67,1.71,0.97,1.63,
Total adversaire,,,26.8,38,418,3420,38.0,67,48,62,5,6,55,1,1.76,1.26,3.03,1.63,2.89,59.3,54.6,41.1,95.7,1.56,1.08,2.64,1.44,2.52,
