,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
César Azpilicueta\53cad200,es ESP,DF,27,37,37,3330,37.0,2,6,2,0,0,1,0,0.05,0.16,0.22,0.05,0.22,1.4,1.4,3.0,4.4,0.04,0.08,0.12,0.04,0.12,Matchs
Thibaut Courtois\1840e36d,be BEL,GB,25,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
N'Golo Kanté\b9fbae28,fr FRA,MT,26,34,34,2994,33.3,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,2.4,3.2,0.02,0.07,0.10,0.02,0.10,Matchs
Marcos Alonso\f4290206,es ESP,DF,26,33,33,2855,31.7,7,2,7,0,0,6,0,0.22,0.06,0.28,0.22,0.28,4.2,4.2,2.7,6.9,0.13,0.09,0.22,0.13,0.22,Matchs
Eden Hazard\a39bb753,be BEL,ATMT,26,34,28,2422,26.9,12,4,10,2,2,2,0,0.45,0.15,0.59,0.37,0.52,9.2,7.6,7.9,15.6,0.34,0.30,0.64,0.28,0.58,Matchs
Antonio Rüdiger\18b896d6,de GER,DF,24,27,25,2338,26.0,2,1,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,1.6,1.6,0.5,2.1,0.06,0.02,0.08,0.06,0.08,Matchs
Cesc Fàbregas\33508c78,es ESP,MT,30,32,25,2307,25.6,2,4,2,0,0,5,2,0.08,0.16,0.23,0.08,0.23,2.7,2.7,6.9,9.6,0.11,0.27,0.38,0.11,0.38,Matchs
Victor Moses\e726e11e,ng NGA,DF,26,28,25,2110,23.4,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,3.4,3.4,2.6,6.0,0.14,0.11,0.26,0.14,0.26,Matchs
Tiemoué Bakayoko\59bf127b,fr FRA,MT,22,29,24,2126,23.6,2,2,2,0,0,4,2,0.08,0.08,0.17,0.08,0.17,3.5,3.5,0.6,4.1,0.15,0.03,0.18,0.15,0.18,Matchs
Gary Cahill\7914b9fe,eng ENG,DF,31,27,24,2086,23.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.00,0.02,0.02,0.02,Matchs
Álvaro Morata\129af0db,es ESP,AT,24,31,24,2061,22.9,11,6,11,0,0,7,0,0.48,0.26,0.74,0.48,0.74,12.6,12.6,3.3,15.9,0.55,0.14,0.69,0.55,0.69,Matchs
Andreas Christensen\1cb49278,dk DEN,DF,21,27,23,2086,23.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matchs
Willian\8b9ebd03,br BRA,ATMT,28,36,20,1890,21.0,6,7,5,1,1,1,0,0.29,0.33,0.62,0.24,0.57,5.2,4.5,6.0,10.4,0.25,0.28,0.53,0.21,0.50,Matchs
Pedro\3ca7254a,es ESP,ATMT,30,31,17,1523,16.9,4,2,4,0,0,1,0,0.24,0.12,0.35,0.24,0.35,4.3,4.3,1.5,5.7,0.25,0.09,0.34,0.25,0.34,Matchs
Davide Zappacosta\7fe90ccd,it ITA,DF,25,22,12,1098,12.2,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.2,1.2,1.4,2.7,0.10,0.12,0.22,0.10,0.22,Matchs
David Luiz\c0e27d1a,br BRA,DFMT,30,10,9,840,9.3,1,0,1,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.7,0.07,0.01,0.08,0.07,0.08,Matchs
Olivier Giroud\16ceb862,fr FRA,AT,30,13,6,613,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,4.5,4.5,1.9,6.4,0.66,0.28,0.94,0.66,0.94,Matchs
Danny Drinkwater\2649ff32,eng ENG,MT,27,12,5,527,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.4,0.03,0.04,0.07,0.03,0.07,Matchs
Michy Batshuayi\2973d8ff,be BEL,AT,23,12,3,360,4.0,2,1,2,0,0,0,0,0.50,0.25,0.75,0.50,0.75,0.8,0.8,0.2,1.0,0.20,0.04,0.24,0.20,0.24,Matchs
Emerson Palmieri\e0bc6fdc,it ITA,DF,22,5,3,280,3.1,0,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.2,0.2,0.1,0.3,0.06,0.03,0.09,0.06,0.09,Matchs
Willy Caballero\a179d516,ar ARG,GB,35,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ross Barkley\3a24769f,eng ENG,MTAT,23,2,2,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.33,0.07,0.40,0.33,0.40,Matchs
Jeremie Boga\fe012aca,ci CIV,AT,20,1,1,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Charly Musonda Jr.\62a0089e,be BEL,AT,20,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.46,1.22,1.67,0.46,1.67,Matchs
Callum Hudson-Odoi\15f3ec41,eng ENG,AT,16,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.15,0.00,0.15,0.15,0.15,Matchs
Ethan Ampadu\10b9fa99,wls WAL,DF,16,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Eduardo Carvalho\81b906e7,pt POR,GB,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Trevoh Chalobah\5515376c,eng ENG,DFMT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kenedy\5eebbfdf,br BRA,ATMT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kyle Scott\1c24aacf,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Dujon Sterling\54dd7308,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Fikayo Tomori\7edfbb8a,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.7,38,418,3420,38.0,60,42,57,3,3,,,1.58,1.11,2.68,1.50,2.61,57.9,55.7,42.2,97.9,1.52,1.11,2.64,1.46,2.58,
Total adversaire,,,26.9,38,418,3420,38.0,36,26,34,2,2,75,1,0.95,0.68,1.63,0.89,1.58,35.3,33.8,25.4,59.1,0.93,0.67,1.60,0.89,1.56,
