,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Jordan Pickford\4806ec67,eng ENG,GB,23,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.01,0.00,0.01,Matchs
Idrissa Gana Gueye\72c812f3,sn SEN,MT,27,33,32,2751,30.6,2,1,2,0,0,7,2,0.07,0.03,0.10,0.07,0.10,1.6,1.6,0.9,2.5,0.05,0.03,0.08,0.05,0.08,Matchs
Michael Keane\c5b7c315,eng ENG,DF,24,30,29,2560,28.4,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05,Matchs
Wayne Rooney\f07be45a,eng ENG,MTAT,31,31,27,2268,25.2,10,2,7,3,6,5,0,0.40,0.08,0.48,0.28,0.36,8.2,3.5,2.1,5.6,0.32,0.08,0.41,0.14,0.22,Matchs
Gylfi Sigurðsson\76dd1480,is ISL,MTAT,27,27,25,2259,25.1,4,3,4,0,0,2,0,0.16,0.12,0.28,0.16,0.28,3.2,3.2,4.6,7.8,0.13,0.18,0.31,0.13,0.31,Matchs
Morgan Schneiderlin\51b41c5c,fr FRA,MT,27,30,24,2130,23.7,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matchs
Phil Jagielka\3233eefd,eng ENG,DF,34,25,23,2065,22.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matchs
Leighton Baines\b18095b6,eng ENG,DF,32,22,22,1909,21.2,2,3,0,2,2,1,0,0.09,0.14,0.24,0.00,0.14,2.0,0.4,1.9,2.3,0.09,0.09,0.18,0.02,0.11,Matchs
Tom Davies\9228b07c,eng ENG,MT,19,33,20,1900,21.1,2,1,2,0,0,7,0,0.09,0.05,0.14,0.09,0.14,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10,Matchs
Ashley Williams\a498e276,wls WAL,DF,32,24,20,1834,20.4,1,0,1,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.0,0.8,0.04,0.00,0.04,0.04,0.04,Matchs
Cuco Martina\22551915,cw CUW,DF,27,21,20,1830,20.3,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.0,1.1,0.00,0.05,0.05,0.00,0.05,Matchs
Dominic Calvert-Lewin\59e6e5bf,eng ENG,AT,20,32,18,1882,20.9,4,6,4,0,0,4,0,0.19,0.29,0.48,0.19,0.48,5.2,5.2,2.0,7.2,0.25,0.10,0.35,0.25,0.34,Matchs
Jonjoe Kenny\099e666f,eng ENG,DF,20,19,17,1590,17.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.0,1.2,0.01,0.06,0.07,0.01,0.07,Matchs
Mason Holgate\d0042ab9,eng ENG,DF,20,15,13,1184,13.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.05,0.06,0.10,0.05,0.10,Matchs
Theo Walcott\1ecb65be,eng ENG,AT,28,14,13,1152,12.8,3,3,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,3.1,3.1,1.7,4.8,0.24,0.13,0.38,0.24,0.38,Matchs
Séamus Coleman\0420d84f,ie IRL,DF,28,12,12,1035,11.5,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,1.0,1.0,0.5,1.5,0.09,0.05,0.13,0.09,0.13,Matchs
Cenk Tosun\9a104dee,tr TUR,AT,26,14,12,986,11.0,5,0,5,0,0,0,0,0.46,0.00,0.46,0.46,0.46,2.8,2.8,1.5,4.3,0.25,0.14,0.39,0.25,0.39,Matchs
Yannick Bolasie\715fc0fe,cd COD,AT,28,16,11,851,9.5,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.2,1.2,0.4,1.6,0.13,0.05,0.17,0.13,0.17,Matchs
Oumar Niasse\af721f98,sn SEN,AT,27,22,10,1087,12.1,8,2,8,0,0,2,0,0.66,0.17,0.83,0.66,0.83,7.7,7.7,2.1,9.8,0.64,0.17,0.81,0.64,0.81,Matchs
Aaron Lennon\2ff964a0,eng ENG,ATMT,30,15,9,793,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.05,0.09,0.04,0.09,Matchs
Nikola Vlašić\aa8e289e,hr CRO,ATMT,19,12,7,576,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.2,0.05,0.13,0.19,0.05,0.19,Matchs
Sandro Ramírez\833fb62e,es ESP,ATMT,22,8,3,278,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.29,0.00,0.29,0.29,0.29,Matchs
Davy Klaassen\15fd5593,nl NED,MTAT,24,7,3,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matchs
James McCarthy\64b08de7,ie IRL,MT,26,4,3,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matchs
Kevin Mirallas\aa51343f,be BEL,ATMT,29,5,2,138,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.14,0.04,0.18,0.14,0.18,Matchs
Eliaquim Mangala\f520049f,fr FRA,DF,26,2,2,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matchs
Beni Baningime\ca9178af,cd COD,MT,18,8,1,198,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ademola Lookman\7c104bb7,eng ENG,ATMT,19,7,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.05,0.36,0.42,0.05,0.42,Matchs
Ramiro Funes Mori\89cbc961,ar ARG,DF,26,4,1,121,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matchs
Muhamed Bešić\7ca9f0f0,ba BIH,MT,24,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matchs
Luke Garbutt\41017ad5,eng ENG,DFMT,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Joel Robles\cda0b317,es ESP,GB,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Maarten Stekelenburg\fefce889,nl NED,GB,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.7,38,418,3420,38.0,42,26,37,5,8,,,1.11,0.68,1.79,0.97,1.66,41.5,35.2,24.3,59.6,1.09,0.64,1.73,0.93,1.57,
Total adversaire,,,27.0,38,418,3420,38.0,58,51,55,3,5,49,5,1.53,1.34,2.87,1.45,2.79,52.3,48.8,35.7,84.4,1.38,0.94,2.32,1.28,2.22,
