,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Dan Gosling\7fec31a0,eng ENG,MT,27,28,21,1947,21.6,2,1,2,0,0,8,0,0.09,0.05,0.14,0.09,0.14,2.6,2.6,1.1,3.7,0.12,0.05,0.17,0.12,0.17,Matchs
Andrew Surman\7d41b619,eng ENG,MT,30,25,20,1856,20.6,2,5,2,0,0,2,0,0.10,0.24,0.34,0.10,0.34,1.2,1.2,1.8,2.9,0.06,0.09,0.14,0.06,0.14,Matchs
Junior Stanislas\6992791d,eng ENG,MTAT,27,19,17,1286,14.3,5,2,4,1,1,1,0,0.35,0.14,0.49,0.28,0.42,3.6,2.8,2.3,5.1,0.25,0.16,0.41,0.20,0.36,Matchs
Jermain Defoe\f1e8372d,eng ENG,ATMT,34,24,11,1088,12.1,4,1,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,5.8,5.8,1.2,7.0,0.48,0.10,0.58,0.48,0.58,Matchs
Marc Pugh\9aacb284,eng ENG,MTAT,30,20,11,985,10.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.7,2.4,0.15,0.07,0.22,0.15,0.22,Matchs
Harry Arter\2f4c5a52,ie IRL,MT,27,13,11,960,10.7,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matchs
Benik Afobe\b63f4077,cd COD,ATMT,24,17,5,611,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.21,0.01,0.22,0.21,0.22,Matchs
Lys Mousset\d9cfca3d,fr FRA,MTAT,21,23,4,596,6.6,2,0,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.3,1.3,0.3,1.7,0.20,0.05,0.25,0.20,0.25,Matchs
Tyrone Mings\8397a50c,eng ENG,DF,24,4,3,201,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matchs
Jack Simpson\76fa5f80,eng ENG,DF,20,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Emerson Hyndman\3be1a627,us USA,MT,21,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matchs
Artur Boruc\34ccf6fa,pl POL,GB,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Matt Butcher\b170cfa2,eng ENG,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Connor Mahoney\38df681f,eng ENG,ATMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Aaron Ramsdale\466fb2c5,eng ENG,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Brad Smith\c76c717c,au AUS,DFMT,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kyle Taylor\0bb6d386,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.9,38,418,3420,38.0,45,36,42,3,3,,,1.18,0.95,2.13,1.11,2.05,44.8,42.5,32.2,74.7,1.18,0.85,2.02,1.12,1.97,
Total adversaire,,,26.9,38,418,3420,38.0,60,44,58,2,3,73,1,1.58,1.16,2.74,1.53,2.68,61.4,59.3,43.7,103.0,1.62,1.15,2.77,1.56,2.71,
