,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ryan Bertrand\01226327,eng ENG,DF,27,35,35,3135,34.8,0,4,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,1.9,1.9,3.6,5.5,0.05,0.10,0.16,0.05,0.16,Matchs
Oriol Romeu\4b511457,es ESP,MT,25,34,34,2897,32.2,1,0,1,0,0,11,0,0.03,0.00,0.03,0.03,0.03,2.5,2.5,1.6,4.1,0.08,0.05,0.13,0.08,0.13,Matchs
Dušan Tadić\2475dcc6,rs SRB,MTAT,28,36,34,2791,31.0,6,3,5,1,1,4,0,0.19,0.10,0.29,0.16,0.26,4.8,4.1,6.5,10.6,0.16,0.21,0.37,0.13,0.34,Matchs
Cédric Soares\839c14e1,pt POR,DF,25,32,32,2794,31.0,0,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,3.4,4.3,0.03,0.11,0.14,0.03,0.14,Matchs
Wesley Hoedt\875898c7,nl NED,DF,23,28,28,2520,28.0,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.4,1.5,0.04,0.01,0.05,0.04,0.05,Matchs
Maya Yoshida\caffaf5a,jp JPN,DF,28,24,23,2051,22.8,2,0,2,0,0,3,2,0.09,0.00,0.09,0.09,0.09,2.3,2.3,0.3,2.7,0.10,0.01,0.12,0.10,0.12,Matchs
Jack Stephens\6adbc307,eng ENG,DF,23,22,22,1980,22.0,2,0,2,0,0,6,1,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.2,1.4,0.06,0.01,0.06,0.06,0.06,Matchs
Nathan Redmond\ab651565,eng ENG,ATMT,23,31,22,1945,21.6,1,3,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.5,2.5,3.7,6.2,0.12,0.17,0.29,0.12,0.29,Matchs
Fraser Forster\c3e39f12,eng ENG,GB,29,20,20,1800,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Mario Lemina\2b471f99,ga GAB,MT,23,25,20,1720,19.1,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matchs
James Ward-Prowse\3515d404,eng ENG,ATMT,22,30,20,1716,19.1,3,3,3,0,0,3,0,0.16,0.16,0.31,0.16,0.31,2.1,2.1,3.4,5.5,0.11,0.18,0.29,0.11,0.29,Matchs
Pierre Højbjerg\8b04d6c1,dk DEN,MT,21,23,19,1670,18.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.9,1.6,0.04,0.05,0.09,0.04,0.09,Matchs
Alex McCarthy\36c2ca73,eng ENG,GB,27,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Steven Davis\cf15bbb1,nir NIR,MTAT,32,23,17,1521,16.9,3,0,3,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.0,1.0,1.3,2.3,0.06,0.08,0.14,0.06,0.14,Matchs
Shane Long\9f472354,ie IRL,AT,30,30,15,1582,17.6,2,1,2,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.7,6.3,0.27,0.09,0.36,0.27,0.36,Matchs
Sofiane Boufal\b0c71810,ma MAR,ATMT,23,26,11,1219,13.5,2,2,2,0,0,1,0,0.15,0.15,0.30,0.15,0.30,2.1,2.1,1.7,3.7,0.15,0.12,0.28,0.15,0.28,Matchs
Manolo Gabbiadini\8f866fe8,it ITA,ATMT,25,28,11,1081,12.0,5,0,4,1,1,2,0,0.42,0.00,0.42,0.33,0.33,2.5,1.7,0.6,2.3,0.21,0.05,0.26,0.15,0.19,Matchs
Virgil van Dijk\e06683ca,nl NED,DF,26,12,11,994,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.08,0.00,0.08,0.08,0.08,Matchs
Charlie Austin\8d228291,eng ENG,AT,28,24,10,1037,11.5,7,0,6,1,1,2,0,0.61,0.00,0.61,0.52,0.52,8.6,7.8,0.4,8.2,0.75,0.03,0.78,0.68,0.71,Matchs
Guido Carrillo\8f898ba8,ar ARG,AT,26,7,5,450,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,0.4,1.0,0.11,0.08,0.19,0.11,0.19,Matchs
Jan Bednarek\4115ce4e,pl POL,DF,21,5,5,426,4.7,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matchs
Jérémy Pied\a634b9d2,fr FRA,DF,28,2,2,180,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.4,0.5,0.03,0.20,0.23,0.03,0.23,Matchs
Matt Targett\e514ab62,eng ENG,DF,21,2,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15,Matchs
Josh Sims\6d6f09dc,eng ENG,ATMT,20,6,1,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.48,0.05,0.53,0.48,0.53,Matchs
Sam McQueen\b27b49b4,eng ENG,DFAT,22,7,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.13,0.15,0.01,0.15,Matchs
