,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Granit Xhaka\e61b8aee,ch SUI,MT,24,38,37,3260,36.2,1,7,1,0,0,10,0,0.03,0.19,0.22,0.03,0.22,2.2,2.2,4.0,6.2,0.06,0.11,0.17,0.06,0.17,Matchs
Héctor Bellerín\f874dd44,es ESP,DF,22,35,34,3051,33.9,2,3,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,2.6,2.6,3.6,6.2,0.08,0.11,0.18,0.08,0.18,Matchs
Petr Čech\71672fa0,cz CZE,GB,35,34,34,3039,33.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Nacho Monreal\d4cb83cc,es ESP,DF,31,28,26,2243,24.9,5,2,5,0,0,3,0,0.20,0.08,0.28,0.20,0.28,2.1,2.1,1.5,3.6,0.08,0.06,0.14,0.08,0.14,Matchs
Alexandre Lacazette\9dbb75ca,fr FRA,AT,26,32,26,2202,24.5,14,4,12,2,2,1,0,0.57,0.16,0.74,0.49,0.65,12.7,11.2,4.1,15.3,0.52,0.17,0.69,0.46,0.62,Matchs
Shkodran Mustafi\3f2d59fe,de GER,DF,25,27,25,2273,25.3,3,1,3,0,0,6,0,0.12,0.04,0.16,0.12,0.16,0.9,0.9,0.4,1.3,0.04,0.02,0.05,0.04,0.05,Matchs
Laurent Koscielny\f5efb153,fr FRA,DF,31,25,25,2225,24.7,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,0.5,2.4,0.08,0.02,0.10,0.08,0.10,Matchs
Sead Kolašinac\3935e52e,ba BIH,DF,24,27,25,2147,23.9,2,4,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.3,2.3,3.4,5.8,0.10,0.14,0.24,0.10,0.24,Matchs
Mesut Özil\16380240,de GER,MTAT,28,26,24,2163,24.0,4,8,4,0,0,4,0,0.17,0.33,0.50,0.17,0.50,4.2,4.2,7.4,11.6,0.17,0.31,0.48,0.17,0.48,Matchs
Alex Iwobi\6ca5ec4b,ng NGA,ATMT,21,26,22,1830,20.3,3,5,3,0,0,1,0,0.15,0.25,0.39,0.15,0.39,3.6,3.6,3.6,7.2,0.18,0.18,0.35,0.18,0.35,Matchs
Aaron Ramsey\ef619b0b,wls WAL,MT,26,24,21,1846,20.5,7,8,7,0,0,0,0,0.34,0.39,0.73,0.34,0.73,6.2,6.2,4.8,11.1,0.30,0.23,0.54,0.30,0.54,Matchs
