,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Alexis Sánchez\2c0f8e9e,cl CHI,ATMT,28,19,17,1503,16.7,7,3,6,1,1,4,0,0.42,0.18,0.60,0.36,0.54,7.3,6.6,6.2,12.8,0.44,0.37,0.81,0.39,0.76,Matchs
Danny Welbeck\ce5143da,eng ENG,ATMT,26,28,12,1194,13.3,5,2,5,0,0,1,0,0.38,0.15,0.53,0.38,0.53,5.2,5.2,1.4,6.5,0.39,0.10,0.49,0.39,0.49,Matchs
Jack Wilshere\9c318325,eng ENG,MT,25,20,12,1193,13.3,1,3,1,0,0,6,0,0.08,0.23,0.30,0.08,0.30,1.1,1.1,2.6,3.7,0.08,0.20,0.28,0.08,0.28,Matchs
Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,AT,28,13,12,1057,11.7,10,4,9,1,2,0,0,0.85,0.34,1.19,0.77,1.11,9.0,7.5,1.2,8.6,0.77,0.10,0.86,0.64,0.74,Matchs
Mohamed Elneny\47a34c4f,eg EGY,MT,25,13,11,867,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.0,1.5,0.05,0.11,0.15,0.05,0.15,Matchs
Calum Chambers\dc6f5bdd,eng ENG,DF,22,12,10,866,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.0,0.10,0.01,0.11,0.10,0.11,Matchs
Rob Holding\d79a8c87,eng ENG,DF,21,12,9,822,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matchs
Henrikh Mkhitaryan\dd0daf32,am ARM,ATMT,28,11,9,794,8.8,2,4,2,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.7,1.7,2.7,4.5,0.20,0.31,0.50,0.20,0.50,Matchs
Ainsley Maitland-Niles\e3a5814e,eng ENG,DFMT,19,15,8,914,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,Matchs
David Ospina\82b1198a,co COL,GB,28,5,4,381,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Per Mertesacker\5be28712,de GER,DF,32,6,4,366,4.1,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matchs
Alex Oxlade-Chamberlain\38c7feef,eng ENG,DF,23,3,3,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.11,0.18,0.29,0.11,0.29,Matchs
Konstantinos Mavropanos\00963611,gr GRE,DFAT,19,3,3,195,2.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matchs
Reiss Nelson\c5bdb6e3,eng ENG,ATMT,17,3,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.03,0.09,0.07,0.09,Matchs
Olivier Giroud\16ceb862,fr FRA,AT,30,16,1,388,4.3,4,1,4,0,0,0,0,0.93,0.23,1.16,0.93,1.16,3.4,3.4,1.1,4.5,0.79,0.25,1.04,0.79,1.04,Matchs
Francis Coquelin\a6951bf8,fr FRA,MTDF,26,7,1,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.14,0.20,0.06,0.20,Matchs
Joe Willock\a3b03921,eng ENG,MTAT,17,2,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,Matchs
Theo Walcott\1ecb65be,eng ENG,ATMT,28,6,0,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Eddie Nketiah\a53649b7,eng ENG,ATMT,18,3,0,20,0.2,0,1,0,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.1,0.1,0.0,0.1,0.24,0.00,0.24,0.24,0.24,Matchs
Mathieu Debuchy\92232aad,fr FRA,DF,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Matt Macey\136e7649,eng ENG,GB,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jordi Osei-Tutu\0a16eb36,eng ENG,DFMT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.8,38,418,3420,38.0,73,61,69,4,5,,,1.92,1.61,3.53,1.82,3.42,68.4,64.6,51.3,115.9,1.80,1.35,3.15,1.70,3.05,
Total adversaire,,,27.0,38,418,3420,38.0,51,38,46,5,6,52,4,1.34,1.00,2.34,1.21,2.21,50.5,46.0,33.9,79.8,1.33,0.89,2.22,1.21,2.10,
