,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Kenedy\5eebbfdf,br BRA,MTDF,21,13,13,1023,11.4,2,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.2,2.2,1.8,4.0,0.20,0.16,0.35,0.20,0.35,Matchs
Martin Dúbravka\3a949a25,sk SVK,GB,28,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Karl Darlow\cde3309f,eng ENG,GB,26,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Chancel Mbemba\e76cb9cc,cd COD,DF,22,9,7,672,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matchs
Rolando Aarons\c5942695,eng ENG,ATMT,21,4,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matchs
Islam Slimani\ffec9769,dz ALG,AT,29,4,1,132,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.34,0.34,0.00,0.34,Matchs
Jesús Gámez\bd1d1cbb,es ESP,DF,32,2,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.11,0.13,0.02,0.13,Matchs
Henri Saivet\f3709655,sn SEN,MT,26,1,1,83,0.9,1,0,1,0,0,0,0,1.08,0.00,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matchs
Aleksandar Mitrović\3925dbd6,rs SRB,AT,22,6,0,95,1.1,1,0,1,0,0,0,0,0.95,0.00,0.95,0.95,0.95,1.8,1.8,0.4,2.2,1.69,0.40,2.10,1.69,2.10,Matchs
Massadio Haïdara\5167c97e,ml MLI,MT,24,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Freddie Woodman\19e50035,eng ENG,GB,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.6,38,418,3420,38.0,38,29,38,0,1,,,1.00,0.76,1.76,1.00,1.76,45.3,44.5,30.6,75.1,1.19,0.80,2.00,1.17,1.98,
Total adversaire,,,26.9,38,418,3420,38.0,44,32,40,4,6,62,0,1.16,0.84,2.00,1.05,1.89,53.4,48.7,37.9,86.6,1.41,1.00,2.40,1.28,2.28,
