,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Ahmed Elmohamady\615ef733,eg EGY,DFMT,26,38,38,3419,38.0,2,5,2,0,0,4,0,0.05,0.13,0.18,0.05,0.18,Matchs
Jake Livermore\b98570d1,eng ENG,MT,24,35,35,3028,33.6,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matchs
Tom Huddlestone\464cbbc9,eng ENG,MT,27,31,30,2541,28.2,0,2,0,0,0,7,2,0.00,0.07,0.07,0.00,0.07,Matchs
Michael Dawson\4771114f,eng ENG,DF,30,28,28,2432,27.0,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matchs
Allan McGregor\f3a97d02,sct SCO,GB,32,26,26,2340,26.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
James Chester\a772eba6,wls WAL,DF,25,23,23,1872,20.8,2,0,2,0,0,5,1,0.10,0.00,0.10,0.10,0.10,Matchs
Curtis Davies\607fb965,eng ENG,DF,29,21,21,1812,20.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nikica Jelavić\1a29f38c,hr CRO,AT,28,26,21,1805,20.1,8,1,8,0,0,3,0,0.40,0.05,0.45,0.40,0.45,Matchs
David Meyler\8ea6417a,ie IRL,MT,25,28,19,1730,19.2,1,1,1,0,0,7,1,0.05,0.05,0.10,0.05,0.10,Matchs
Paul McShane\5785993d,ie IRL,DF,28,20,19,1694,18.8,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matchs
Robbie Brady\96bb8cc2,ie IRL,DFAT,22,27,17,1759,19.5,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matchs
Stephen Quinn\9ff17f6f,ie IRL,ATMT,28,28,17,1639,18.2,1,3,1,0,0,3,1,0.05,0.16,0.22,0.05,0.22,Matchs
Andrew Robertson\2e4f5f03,sct SCO,DFMT,20,24,17,1526,17.0,0,2,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,Matchs
Alex Bruce\102ed2b2,nir NIR,DF,29,22,17,1449,16.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matchs
Abel Hernández\a36da810,uy URU,AT,23,25,15,1313,14.6,4,1,3,1,1,2,0,0.27,0.07,0.34,0.21,0.27,Matchs
Sone Aluko\5a75d4cc,ng NGA,ATMT,25,25,13,1242,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matchs
Dame N'Doye\4574720b,sn SEN,AT,29,15,13,1195,13.3,5,1,5,0,0,3,0,0.38,0.08,0.45,0.38,0.45,Matchs
Gastón Ramírez\2c851997,uy URU,ATMT,23,22,11,990,11.0,1,2,1,0,0,1,1,0.09,0.18,0.27,0.09,0.27,Matchs
Mohamed Diamé\b7d082af,sn SEN,MT,27,12,10,877,9.7,4,0,4,0,0,2,0,0.41,0.00,0.41,0.41,0.41,Matchs
Steve Harper\a98f1d52,eng ENG,GB,39,10,10,852,9.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Liam Rosenior\8b0d6fe9,eng ENG,DF,30,13,5,581,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Hatem Ben Arfa\74dc806c,fr FRA,ATMT,27,8,5,383,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tom Ince\67d23ab0,eng ENG,ATMT,22,7,3,301,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Eldin Jakupović\1148323a,ch SUI,GB,29,3,2,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Maynor Figueroa\d8524b21,hn HON,DF,31,3,2,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Robert Snodgrass\9f4647e9,sct SCO,ATMT,26,1,1,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Harry Maguire\d8931174,eng ENG,DF,21,3,0,94,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Yannick Sagbo\8320d584,ci CIV,AT,26,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
George Boyd\0a9048ce,sct SCO,ATMT,28,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Rory Watson\73cb6785,eng ENG,GB,18,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.4,38,418,3420,38.0,32,22,31,1,1,0,0,0.84,0.58,1.42,0.82,1.39,
Total adversaire,,,27.1,38,418,3420,38.0,50,34,49,1,3,77,4,1.32,0.89,2.21,1.29,2.18,
