-- League --	--- FA Cup ---	---- Other ----

1962/63
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARLOW, Colin	Winger	
										
BATTY, Mike	Central Defender	
										
BENSON, John	Midfielder	
										
BETTS, Barrie	Full Back	
										
CHADWICK, Graham	Wing Half	
										
CHEETHAM, Roy	Wing Half	
										
DOBING, Peter	Midfielder	
										
DOWD, Harry	Goalkeeper	
										
FLEET, Steve	Goalkeeper	
										
GRAY, Matt	Inside Forward	
										
HANNAH, George	Inside Forward	
										
HARLEY, Alex	Centre Forward	
										
HAYES, Joe	Inside Forward	
										
KENNEDY, Bobby	Midfielder	
										
LEIVERS, Bill	Full Back	
										
OAKES, Alan	Midfielder	
										
PARDOE, Glyn	Full Back	
										
PLENDERLEITH, Jackie	Central Defender	
										
SEAR, Cliff	Full Back	
										
SHAWCROSS, David	Midfielder	
										
TRAUTMANN, Bert	Goalkeeper	
										
WAGSTAFFE, Dave	Winger	
										
WOOD, Alf	Forward	
										
YOUNG, Neil	Forward	
