-- League --	--- FA Cup ---	---- Other ----

1962/63
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
A'COURT, Alan	Winger	
										
ARROWSMITH, Alf	Forward	
										
BYRNE, Gerry	Full Back	
										
CALLAGHAN, Ian	Winger	
										
FERNS, Phil	Central Defender	
										
FURNELL, Jim	Goalkeeper	
										
HUNT, Roger	Forward	
										
JONES, Allan	Full Back	
										
LAWLER, Chris	Full Back	
										
LAWRENCE, Tommy	Goalkeeper	
										
LEISHMAN, Tommy	Wing Half	
										
LEWIS, Kevin	Winger	
										
MACKENZIE, Hamish	Full Back	
										
MELIA, Jimmy	Midfielder	
										
MILNE, Gordon	Midfielder	
										
MOLYNEUX, Fred	Central Defender	
										
MORAN, Ronnie	Full Back	
										
SINCLAIR, Roy	Midfielder	
										
SMITH, Tommy	Central Defender	
										
ST JOHN, Ian	Forward	
										
STEVENSON, Willie	Midfielder	
										
THOMSON, Bobby	Full Back	
										
WALLACE, Gordon	Forward	
										
YEATS, Ron	Central Defender
