-- League --	--- FA Cup ---	---- Other ----

1962/63
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ACKERLEY, Ernie	Centre Forward	
										
BRADSHAW, Alan	Midfielder	
										
BRAY, John	Full Back	
										
BRENNAN, Ray	Inside Forward	
										
BYROM, John	Forward	
										
CLAYTON, Ronnie	Midfielder	
										
COLLINS, John	Full Back	
										
CRAIG, Bobby	Inside Forward	
										
DOUGLAS, Bryan	Winger	
										
ELSE, Fred	Goalkeeper	
										
ENGLAND, Mike	Central Defender	
										
FERGUSON, Mike	Winger	
										
GRIFFITHS, Barry	Goalkeeper	
										
HARRISON, Mike	Winger	
										
HAVERTY, Joe	Winger	
										
JONES, Bobby	Goalkeeper	
										
LAWTHER, Ian	Forward	
										
MCEVOY, Andy	Inside Forward	
										
MCGRATH, Mick	Wing Half	
										
NEWTON, Keith	Full Back	
										
PICKERING, Fred	Forward	
										
RATCLIFFE, Barrie	Winger	
										
TAYLOR, Ken	Full Back	
										
TONG, Ray	Winger	
										
WOODS, Matt	Central Defender	
										
WORSWICK, Micky	Winger
