-- League --	--- FA Cup ---	---- Other ----

1962/63
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ARMFIELD, Jimmy	Full Back	
										
BALL, Alan	Midfielder	
										
BROOKS, Tony	Inside Forward	
										
CHARNLEY, Ray	Forward	
										
CRANSTON, Bill	Central Defender	
										
CRAWFORD, Bruce	Wing Half	
										
DURIE, Dave	Wing Half	
										
GEMMELL, Andy	Winger	
										
GRATRIX, Roy	Central Defender	
										
GREEN, Johnny	Central Defender	
										
HILL, Steve 'Mandy'	Winger	
										
HORNE, Des	Winger	
										
JAMES, Glyn	Central Defender	
										
LEA, Les	Winger	
										
MARSLAND, Gordon	Central Defender	
										
MARTIN, Barrie	Full Back	
										
MCPHEE, John	Central Defender	
										
NAPIER, Kit	Forward	
										
OATES, Graham	Winger	
										
OGILVIE, John	Full Back	
										
PARRY, Ray	Midfielder	
										
PRENTIS, John	Full Back	
										
QUINN, Pat	Inside Forward	
										
THOMPSON, Tommy	Full Back	
										
TURNER, Neil	Midfielder	
										
WAITERS, Tony	Goalkeeper	
										
WATT, Johnny	Winger	
										
WILLDER, Fred	Inside Forward	
