,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Sylvain Distin\002d06bb,fr FRA,DF,30,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Peter Crouch\73d9bdc7,eng ENG,AT,27,38,38,3358,37.3,10,5,10,0,0,3,0,0.27,0.13,0.40,0.27,0.40,Matchs
David James\86841dfb,eng ENG,GB,37,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Sol Campbell\3e3b2fbd,eng ENG,DFAT,33,32,32,2835,31.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Sean Davis\c3feaa94,eng ENG,MT,28,32,31,2712,30.1,1,2,1,0,0,6,1,0.03,0.07,0.10,0.03,0.10,Matchs
Glen Johnson\8cceca90,eng ENG,DF,23,29,29,2591,28.8,3,3,3,0,0,9,1,0.10,0.10,0.21,0.10,0.21,Matchs
Nadir Belhadj\2288ed6f,dz ALG,DFMT,26,29,21,1930,21.4,2,3,2,0,0,3,1,0.09,0.14,0.23,0.09,0.23,Matchs
Hermann Hreiðarsson\18e3787e,is ISL,DF,34,23,19,1688,18.8,2,0,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matchs
Jermain Defoe\f1e8372d,eng ENG,AT,25,19,17,1494,16.6,8,3,6,2,2,4,0,0.48,0.18,0.66,0.36,0.54,Matchs
Younès Kaboul\3680d723,fr FRA,DF,22,20,17,1467,16.3,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matchs
Richard Hughes\7ff95c96,sct SCO,MT,29,20,17,1357,15.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matchs
Niko Kranjčar\403d2184,hr CRO,MT,23,21,16,1542,17.1,3,3,3,0,0,2,0,0.18,0.18,0.35,0.18,0.35,Matchs
Hayden Mullins\0e5ae692,eng ENG,MT,29,17,15,1349,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Papa Bouba Diop\7994a7f9,sn SEN,DFMT,30,16,15,1328,14.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Armand Traoré\021ea92d,sn SEN,DFMT,18,18,13,1181,13.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matchs
David Nugent\f9b5e5bd,eng ENG,AT,23,16,13,1058,11.8,3,1,3,0,0,1,0,0.26,0.09,0.34,0.26,0.34,Matchs
Noé Pamarot\6036afc6,fr FRA,DF,29,16,11,1005,11.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matchs
Lassana Diarra\79584585,fr FRA,MT,23,12,11,902,10.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matchs
Jermaine Pennant\c6043950,eng ENG,MT,25,12,8,692,7.7,0,2,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matchs
John Utaka\8f0d78f4,ng NGA,ATMT,26,18,4,718,8.0,1,1,1,0,1,1,0,0.13,0.13,0.25,0.13,0.25,Matchs
Glen Little\3c418660,eng ENG,MT,32,5,4,290,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nwankwo Kanu\12578cde,ng NGA,AT,31,17,3,448,5.0,1,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,Matchs
Angelos Basinas\0d9168da,gr GRE,MT,32,3,3,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Marc Wilson\c325c010,ie IRL,DFMT,20,3,2,183,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Asmir Begović\7b4de647,ba BIH,GB,21,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jerome Thomas\94cf0dab,eng ENG,ATMT,25,3,1,143,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Arnold Mvuemba\50fd977e,cd COD,ATMT,23,6,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Theofanis Gekas\244bc211,gr GRE,AT,28,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Linvoy Primus\9098de87,eng ENG,DF,34,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,28.6,38,417,,,36,25,34,2,3,57,5,0.95,0.66,1.61,0.89,1.55,
Total adversaire,,,26.5,38,,,,,,,,,,,,,,,,
