,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Tim Howard\c444465e,us USA,GB,29,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Phil Neville\3db5e0ec,eng ENG,DFMT,31,37,36,3227,35.9,0,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matchs
Joleon Lescott\62393d3b,eng ENG,DF,25,36,35,3195,35.5,4,2,4,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matchs
Phil Jagielka\3233eefd,eng ENG,DFMT,25,34,33,2974,33.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Leon Osman\a014c247,eng ENG,MT,27,34,32,2901,32.2,6,4,6,0,0,3,0,0.19,0.12,0.31,0.19,0.31,Matchs
Tim Cahill\e5a2dfc2,au AUS,ATMT,28,30,28,2437,27.1,8,3,8,0,0,3,1,0.30,0.11,0.41,0.30,0.41,Matchs
Marouane Fellaini\87575fd9,be BEL,MT,20,30,28,2391,26.6,8,1,8,0,0,12,0,0.30,0.04,0.34,0.30,0.34,Matchs
Steven Pienaar\8056f6e6,za RSA,MT,26,28,27,2405,26.7,2,7,2,0,0,5,0,0.07,0.26,0.34,0.07,0.34,Matchs
Leighton Baines\b18095b6,eng ENG,DF,23,31,26,2329,25.9,1,6,1,0,0,2,0,0.04,0.23,0.27,0.04,0.27,Matchs
Joseph Yobo\acd633df,ng NGA,DF,27,27,26,2319,25.8,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matchs
Mikel Arteta\d934d1e6,es ESP,MT,26,26,26,2249,25.0,6,6,4,2,2,3,0,0.24,0.24,0.48,0.16,0.40,Matchs
Tony Hibbert\c878c4bf,eng ENG,DF,27,17,16,1315,14.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matchs
Yakubu Aiyegbeni\a1fe3f62,ng NGA,AT,25,14,14,1119,12.4,4,1,4,0,1,2,0,0.32,0.08,0.40,0.32,0.40,Matchs
Jô\e47d11f8,br BRA,AT,21,12,11,921,10.2,5,1,4,1,1,0,0,0.49,0.10,0.59,0.39,0.49,Matchs
Louis Saha\7106e4fe,fr FRA,AT,29,24,10,1140,12.7,6,1,5,1,1,1,0,0.47,0.08,0.55,0.39,0.47,Matchs
Jack Rodwell\a07579ee,eng ENG,DFMT,17,17,8,775,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dan Gosling\7fec31a0,eng ENG,DFMT,18,11,6,586,6.5,2,0,2,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matchs
Victor Anichebe\4aed5c19,ng NGA,AT,20,17,5,582,6.5,1,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,Matchs
Segundo Castillo\ebf1afff,ec ECU,DFMT,26,9,5,487,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lars Jacobsen\bef72e41,dk DEN,DF,28,5,4,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
James Vaughan\4fb0dc59,eng ENG,AT,20,13,1,194,2.2,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matchs
Jose Baxter\185990eb,eng ENG,ATMT,16,3,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nuno Valente\ac474cf2,pt POR,DF,33,2,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy van der Meyde\d44b1ec0,nl NED,ATMT,28,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lukas Jutkiewicz\3943a06f,eng ENG,AT,19,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.4,38,417,,,54,38,50,4,5,49,1,1.42,1.00,2.42,1.32,2.32,
Total adversaire,,,26.7,38,,,,,,,,,,,,,,,,
