,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Robert Green\a350680b,eng ENG,GB,34,36,36,3183,35.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Charlie Austin\8d228291,eng ENG,AT,25,35,35,3066,34.1,18,6,15,3,5,5,1,0.53,0.18,0.70,0.44,0.62,Matchs
Steven Caulker\2592d9b5,sl SLE,DF,22,35,34,3015,33.5,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matchs
Karl Henry\5eac3bb7,eng ENG,DFMT,31,33,27,2504,27.8,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matchs
Leroy Fer\3cefa66a,nl NED,MT,24,29,27,2360,26.2,6,2,6,0,0,4,0,0.23,0.08,0.31,0.23,0.31,Matchs
Joey Barton\93bfa675,eng ENG,MT,31,28,27,2349,26.1,1,3,1,0,0,11,1,0.04,0.11,0.15,0.04,0.15,Matchs
Mauricio Isla\de4517dd,cl CHI,DFMT,26,26,24,2130,23.7,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matchs
Nedum Onuoha\b28a0b5a,eng ENG,DF,27,23,22,1927,21.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matchs
Richard Dunne\6cbc015d,ie IRL,DF,34,23,22,1870,20.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matchs
Matt Phillips\7bb5f40e,sct SCO,ATMT,23,25,20,1821,20.2,3,8,3,0,0,1,0,0.15,0.40,0.54,0.15,0.54,Matchs
Bobby Zamora\7ddb3563,eng ENG,AT,33,31,19,1779,19.8,3,4,3,0,0,4,0,0.15,0.20,0.35,0.15,0.35,Matchs
Yun Suk-young\121612e7,kr KOR,DFMT,24,23,19,1722,19.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Sandro\c1c2c925,br BRA,MT,25,17,17,1209,13.4,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matchs
Eduardo Vargas\bd603c00,cl CHI,ATMT,24,21,16,1382,15.4,3,2,3,0,0,1,0,0.20,0.13,0.33,0.20,0.33,Matchs
Clint Hill\c0936ded,eng ENG,DF,35,19,15,1406,15.6,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matchs
Niko Kranjčar\403d2184,hr CRO,MT,29,22,11,1119,12.4,2,1,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,Matchs
Rio Ferdinand\52465662,eng ENG,DF,35,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Junior Hoilett\33af5b9e,ca CAN,ATMT,24,22,9,886,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Armand Traoré\021ea92d,sn SEN,DFMT,24,16,7,786,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jordon Mutch\37c408cc,eng ENG,MT,22,9,6,520,5.8,0,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matchs
Adel Taarabt\47dc80f5,ma MAR,ATMT,25,7,3,297,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Darnell Furlong\3ec9195b,eng ENG,DFMT,18,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alex McCarthy\36c2ca73,eng ENG,GB,24,3,2,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Loïc Rémy\5c2da10f,fr FRA,AT,27,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Reece Grego-Cox\16f65d25,ie IRL,ATMT,17,4,1,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shaun Wright-Phillips\e1e0b05f,eng ENG,ATMT,32,4,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alejandro Faurlín\594d286e,ar ARG,MT,27,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Danny Simpson\3201b03d,eng ENG,DF,27,1,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mauro Zárate\cc18ff4c,ar ARG,ATMT,27,4,0,75,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Doughty\e98740ac,wls WAL,MT,21,3,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Brandon Comley\caf7a176,ms MSR,MT,18,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Cole Kpekawa\ee15cb07,eng ENG,DF,18,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Aaron Mitchell\51f684af,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,Matchs
Brian Murphy\47e0ce24,ie IRL,GB,31,0,0,,,,,,,,,,,,,,,Matchs
Michael Petrasso\075faf85,ca CAN,DFMT,19,0,0,,,,,,,,,,,,,,,Matchs
Frankie Sutherland\bbcdf69a,ie IRL,DFMT,20,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.2,38,418,3420,38.0,39,29,36,3,5,0,0,1.03,0.76,1.79,0.95,1.71,
Total adversaire,,,27.0,38,418,3420,38.0,70,51,68,2,4,50,3,1.84,1.34,3.18,1.79,3.13,
