,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Matt Elliott\c1033941,sct SCO,DF,28,37,37,3330,37.0,7,3,6,1,1,7,0,0.19,0.08,0.27,0.16,0.24,Matchs
Steve Guppy\3c05bb47,eng ENG,MT,28,37,37,3314,36.8,2,10,2,0,0,4,0,0.05,0.27,0.33,0.05,0.33,Matchs
Neil Lennon\ad2d42ae,nir NIR,MT,26,37,37,3314,36.8,2,2,2,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matchs
Muzzy Izzet\aeeddfc4,tr TUR,MT,22,36,36,3119,34.7,4,4,4,0,0,5,0,0.12,0.12,0.23,0.12,0.23,Matchs
Emile Heskey\30184789,eng ENG,AT,19,35,35,3131,34.8,10,5,10,0,0,4,1,0.29,0.14,0.43,0.29,0.43,Matchs
Pontus Kåmark\564eb30e,se SWE,DF,28,35,35,3119,34.7,0,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matchs
Kasey Keller\5b5bcd83,us USA,GB,27,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Robbie Savage\f60a24de,wls WAL,MT,22,35,28,2577,28.6,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matchs
Spencer Prior\d68181d1,eng ENG,DF,26,30,28,2477,27.5,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matchs
Steve Walsh\3e59c893,eng ENG,DF,32,26,23,1897,21.1,3,1,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19,Matchs
Ian Marshall\859cc903,eng ENG,DFAT,31,24,22,2014,22.4,7,0,7,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matchs
Garry Parker\54ae7f03,eng ENG,MT,31,22,15,1311,14.6,3,2,0,3,3,1,0,0.21,0.14,0.34,0.00,0.14,Matchs
Theodoros Zagorakis\d3397c3e,gr GRE,MT,25,14,12,997,11.1,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,Matchs
Steve Claridge\77fcd60c,eng ENG,AT,31,17,10,886,9.8,0,2,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matchs
Graham Fenton\d2fd5e70,eng ENG,MT,23,23,9,974,10.8,3,1,3,0,0,1,0,0.28,0.09,0.37,0.28,0.37,Matchs
Tony Cottee\111e8515,eng ENG,AT,32,19,7,714,7.9,4,1,4,0,0,0,0,0.50,0.13,0.63,0.50,0.63,Matchs
Pegguy Arphexad\611e7e91,fr FRA,GB,24,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stuart Campbell\59996464,sct SCO,MT,19,11,6,532,5.9,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matchs
Robert Ullathorne\c251e372,eng ENG,DF,25,6,3,314,3.5,1,0,1,0,0,0,1,0.29,0.00,0.29,0.29,0.29,Matchs
Stuart Wilson\52003774,eng ENG,MT,19,11,0,222,2.5,2,1,2,0,0,0,0,0.81,0.41,1.22,0.81,1.22,Matchs
Julian Watts\4e30bcf6,eng ENG,DF,26,3,0,117,1.3,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Sam McMahon\0f3338a6,eng ENG,MT,21,1,0,14,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Total de l'équipe,,,26.6,38,418,,,51,40,47,4,4,43,2,1.34,1.05,2.39,1.24,2.29,
Total adversaire,,,26.7,38,,,,,,,,,,,,,,,,
