-- League --	--- FA Cup ---	---- Other ----

1981/82
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ANGUS, Mike 	Midfielder	14	1	0	0	0	0	3	0	0
										
ASHCROFT, Billy 	Forward	14+7	4	0	0	0	0	1	1	0
										
ASKEW, Billy 	Midfielder	6	0	0	0	0	0	0	0	0
										
BAILEY, Ian 	Full Back	26	1	0	0	0	0	0	0	0
										
BAXTER, Mick 	Central Defender	40	2	0	2	0	0	3	0	0
										
BELL, Steve 	Winger	1	0	0	0	0	0	0	0	0
										
BOLTON, Joe 	Full Back	27	1	0	2	0	0	3	0	0
										
COCHRANE, Terry 	Winger	22+3	1	0	2	0	0	3	0	0
										
CRAGGS, John 	Full Back	23	0	0	0	0	0	2	0	0
										
CURRIE, David 	Forward	0+1	0	0	0	0	0	0	0	0
										
FORSTER, Mark 	Forward	0	0	0	0	0	0	0	0	0
										
HEDLEY, Graeme 	Midfielder	3	0	0	0	0	0	0	0	0
										
HODGSON, David 	Forward	31+3	3	0	2	0	0	1	0	0
										
MACDONALD, Garry 	Forward	4+4	1	0	1	0	0	0	0	0
										
MCANDREW, Tony 	Central Defender	39	4	4	2	0	0	3	0	0
										
MCCREESH, Andy 	Full Back	2	0	0	0	0	0	0	0	0
										
NATTRASS, Irving 	Full Back	27	0	0	2	0	0	2	0	0
										
OTTO, Heini 	Midfielder	40	4	0	2	1	0	3	0	0
										
PLATT, Jim 	Goalkeeper	42	0	0	2	0	0	3	0	0
										
ROSS, Colin 	Midfielder	22	0	0	2	0	0	0	0	0
										
SHEARER, David 	Forward	20+4	3	0	1	0	0	2+1	1	0
										
THOMAS, Dave 	Winger	13	1	0	0	0	0	0	0	0
										
THOMSON, Bobby 	Midfielder	18+2	2	1	2	2	1	2	1	0
										
WOOD, Darren 	Full Back	11	1	0	0	0	0	0	0	0
										
WOOF, Billy 	Forward	17+6	3	0	0+1	0	0	2+1	0	0
