	-- League --	--- FA Cup ---	---- Other ----

1981/82
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ATTLEY, Brian	Full Back	
										
CHARLES, Jeremy	Forward	
										
CURTIS, Alan	Forward	
										
DAVIES, Dai	Goalkeeper	
										
EVANS, Wyndham	Full Back	
										
GALE, Darren	Forward	
										
GILES, David	Winger	
										
HADZIABDIC, Dzemal	Full Back	
										
IRWIN, Colin	Central Defender	
										
JAMES, Leighton	Winger	
										
JAMES, Robbie	Midfielder	
										
KENNEDY, Ray	Midfielder	
										
LATCHFORD, Bob	Forward	
										
LEWIS, Dudley	Central Defender	
										
LOVERIDGE, Jimmy	Midfielder	
										
MAHONEY, John	Midfielder	
										
MARUSTIK, Chris	Midfielder	
										
RAJKOVIC, Ante	Central Defender	
										
RICHARDS, Gary	Full Back	
										
ROBINSON, Neil	Full Back	
										
SANDER, Chris	Goalkeeper	
										
STANLEY, Garry	Midfielder	
										
STEVENSON, Nigel	Central Defender	
										
THOMPSON, Max	Central Defender	
										
WALSH, Ian	Forward
