,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Axel Tuanzebe\2baec6ce,eng ENG,DF,21,5,2,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Timothy Fosu-Mensah\a9142dc3,nl NED,DF,21,3,2,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.08,0.13,0.04,0.13,Matchs
Phil Jones\def899bd,eng ENG,DF,27,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11,Matchs
Eric Bailly\a1232f4e,ci CIV,DF,25,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Marcos Rojo\e0991c04,ar ARG,DF,29,3,1,122,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matchs
Diogo Dalot\d9565625,pt POR,DFMT,20,4,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24,Matchs
Odion Ighalo\03622183,ng NGA,AT,30,11,0,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,1.7,1.35,0.13,1.48,1.35,1.48,Matchs
Tahith Chong\2696b6a9,nl NED,ATDF,19,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Matchs
Angel Gomes\645a3363,eng ENG,MT,18,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.63,0.63,0.00,0.63,Matchs
James Garner\4e015693,eng ENG,MT,18,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Grant\9dab6e3b,eng ENG,GB,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Sergio Romero\1e26e376,ar ARG,GB,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,24.8,38,418,3420,38.0,65,43,55,10,14,73,0,1.71,1.13,2.84,1.45,2.58,59.4,48.8,37.0,85.8,1.56,0.97,2.54,1.28,2.26,
Total adversaire,,,26.7,38,418,3420,38.0,35,24,32,3,3,79,2,0.92,0.63,1.55,0.84,1.47,37.4,35.2,24.7,59.9,0.98,0.65,1.64,0.93,1.58,
