,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Wilfried Zaha\b2bc3b1f,ci CIV,MTAT,26,38,37,3280,36.4,4,3,4,0,0,5,0,0.11,0.08,0.19,0.11,0.19,5.3,5.3,3.3,8.6,0.14,0.09,0.23,0.14,0.23,Matchs
Jordan Ayew\da052c14,gh GHA,ATMT,27,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,8.4,0.18,0.06,0.24,0.18,0.24,Matchs
James McArthur\cee31595,sct SCO,MT,31,37,37,3090,34.3,0,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,2.5,2.5,2.6,5.0,0.07,0.07,0.15,0.07,0.15,Matchs
Vicente Guaita\ab13a5aa,es ESP,GB,32,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Cheikhou Kouyaté\8d3c902d,sn SEN,MTDF,29,35,29,2528,28.1,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.8,2.6,0.06,0.03,0.09,0.06,0.09,Matchs
Patrick van Aanholt\5f09991f,nl NED,DF,28,29,29,2507,27.9,3,2,2,1,1,0,0,0.11,0.07,0.18,0.07,0.14,2.4,1.6,3.2,4.8,0.08,0.11,0.20,0.06,0.17,Matchs
Luka Milivojević\2ce2508a,rs SRB,MT,28,31,28,2513,27.9,3,1,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.5,1.0,1.8,2.8,0.09,0.06,0.15,0.03,0.10,Matchs
Joel Ward\8a7ff278,eng ENG,DF,29,29,27,2382,26.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.01,0.01,0.02,0.01,0.02,Matchs
Gary Cahill\7914b9fe,eng ENG,DF,33,25,25,2167,24.1,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07,Matchs
James Tomkins\e7ca0439,eng ENG,DF,30,18,18,1582,17.6,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,0.1,1.3,0.07,0.01,0.08,0.07,0.08,Matchs
Martin Kelly\d7492450,eng ENG,DF,29,19,17,1549,17.2,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.9,1.0,0.01,0.05,0.06,0.01,0.06,Matchs
James McCarthy\64b08de7,ie IRL,MT,28,33,16,1680,18.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.3,0.02,0.05,0.07,0.02,0.07,Matchs
Andros Townsend\b28bbd58,eng ENG,MT,28,24,14,1294,14.4,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2.0,2.4,0.03,0.14,0.16,0.03,0.16,Matchs
Scott Dann\52105203,eng ENG,DF,32,16,14,1266,14.1,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matchs
Christian Benteke\ab070c55,be BEL,AT,28,24,13,1261,14.0,2,1,2,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.1,7.2,0.36,0.15,0.51,0.36,0.51,Matchs
Jeffrey Schlupp\3312f911,gh GHA,MT,26,17,11,1036,11.5,3,1,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.7,1.7,1.1,2.8,0.14,0.10,0.24,0.14,0.24,Matchs
Mamadou Sakho\87935cf3,fr FRA,DF,29,14,11,931,10.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matchs
Jaïro Riedewald\7a1f2c08,nl NED,DFMT,22,17,7,769,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.05,0.06,0.01,0.06,Matchs
Max Meyer\eba42d2b,de GER,MTAT,23,17,6,655,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.08,0.10,0.18,0.08,0.18,Matchs
Wayne Hennessey\76eca7e2,wls WAL,GB,32,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tyrick Mitchell\5cbd1eb0,eng ENG,DF,19,4,2,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09,Matchs
Cenk Tosun\9a104dee,tr TUR,AT,28,5,2,177,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,0.7,0.7,0.0,0.7,0.37,0.00,0.37,0.37,0.37,Matchs
Connor Wickham\41cc19c2,eng ENG,ATMT,26,6,0,96,1.1,1,1,1,0,0,0,0,0.94,0.94,1.87,0.94,1.87,1.3,1.3,0.5,1.8,1.25,0.46,1.71,1.25,1.71,Matchs
Brandon Pierrick\9a526299,eng ENG,DFAT,17,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.50,0.50,0.00,0.50,Matchs
Víctor Camarasa\b2d03887,es ESP,MT,25,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
