,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Solly March\bb5fbd2b,eng ENG,DFAT,25,19,11,1143,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.4,1.4,0.8,2.1,0.11,0.06,0.17,0.11,0.17,Matchs
Glenn Murray\f2f29dda,eng ENG,AT,35,23,7,797,8.9,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,2.1,2.1,0.5,2.6,0.24,0.05,0.30,0.24,0.30,Matchs
Bernardo\17370b95,br BRA,DF,24,14,7,679,7.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.06,0.03,0.06,Matchs
Tariq Lamptey\f4e433d4,eng ENG,DF,18,8,7,588,6.5,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.6,0.7,0.01,0.10,0.11,0.01,0.11,Matchs
Ezequiel Schelotto\a6e316c1,it ITA,DF,30,8,4,361,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matchs
Alexis Mac Allister\83d074ff,ar ARG,MTAT,20,9,4,352,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.09,0.07,0.16,0.09,0.16,Matchs
Alireza Jahanbakhsh\08452314,ir IRN,ATMT,25,10,3,311,3.5,2,0,2,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.5,0.5,0.0,0.6,0.15,0.01,0.16,0.15,0.16,Matchs
Jürgen Locadia\6cc47ae1,nl NED,MTAT,25,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,Matchs
Florin Andone\dc008610,ro ROU,MTAT,26,3,1,73,0.8,1,0,1,0,0,0,1,1.23,0.00,1.23,1.23,1.23,0.1,0.1,0.0,0.2,0.18,0.06,0.24,0.18,0.24,Matchs
Gaëtan Bong\cfd5e123,cm CMR,MTDF,31,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.23,0.23,0.00,0.23,Matchs
Leon Balogun\78e68b4d,ng NGA,DF,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Tudor Băluță\ed33f42d,ro ROU,DFMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
David Button\e608ed4c,eng ENG,GB,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Alex Cochrane\8a08585e,eng ENG,DFMT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.4,38,418,3420,38.0,35,24,34,1,2,59,2,0.92,0.63,1.55,0.89,1.53,41.2,39.7,26.5,66.2,1.08,0.70,1.78,1.04,1.74,
Total adversaire,,,26.5,38,418,3420,38.0,52,42,50,2,2,61,1,1.37,1.11,2.47,1.32,2.42,54.5,52.9,39.0,91.9,1.43,1.03,2.46,1.39,2.42,
