,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ben Foster\d0b3ceb9,eng ENG,GB,36,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Abdoulaye Doucouré\02b29014,fr FRA,MT,26,37,36,3156,35.1,4,2,4,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.3,5.3,2.6,8.0,0.15,0.08,0.23,0.15,0.23,Matchs
Étienne Capoue\5acc4a10,fr FRA,MT,31,30,30,2627,29.2,0,3,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,3.1,3.9,0.03,0.11,0.13,0.03,0.13,Matchs
Craig Cathcart\89e4b358,nir NIR,DF,30,29,28,2488,27.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.01,0.00,0.01,0.01,0.01,Matchs
Will Hughes\a0666d3e,eng ENG,MTAT,24,30,27,2252,25.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,1.2,3.8,0.10,0.05,0.15,0.10,0.15,Matchs
Craig Dawson\3e9e06cb,eng ENG,DF,29,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,0.3,2.6,0.09,0.01,0.10,0.09,0.10,Matchs
Christian Kabasele\914ab9a1,be BEL,DF,28,27,26,2250,25.0,0,2,0,0,0,3,2,0.00,0.08,0.08,0.00,0.08,1.1,1.1,0.6,1.6,0.04,0.02,0.07,0.04,0.07,Matchs
Kiko Femenía\e5d01ecf,es ESP,DF,28,28,26,2237,24.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.5,1.6,0.00,0.06,0.07,0.00,0.07,Matchs
Troy Deeney\82e34b69,eng ENG,AT,31,27,26,2225,24.7,10,2,5,5,6,3,0,0.40,0.08,0.49,0.20,0.28,9.8,5.2,3.6,8.8,0.40,0.14,0.54,0.21,0.36,Matchs
Gerard Deulofeu\39583cfd,es ESP,AT,25,28,25,2098,23.3,4,5,3,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.2,4.5,4.6,9.1,0.22,0.20,0.42,0.19,0.39,Matchs
Ismaila Sarr\bfdb33aa,sn SEN,ATMT,21,28,22,2028,22.5,5,4,5,0,0,1,0,0.22,0.18,0.40,0.22,0.40,5.7,5.7,3.2,8.9,0.26,0.14,0.39,0.26,0.39,Matchs
Adam Masina\de0f152c,ma MAR,DF,25,26,20,1821,20.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,1.3,0.04,0.03,0.06,0.04,0.06,Matchs
Roberto Pereyra\75f2c59f,ar ARG,ATMT,28,28,17,1648,18.3,3,0,2,1,1,4,0,0.16,0.00,0.16,0.11,0.11,2.5,1.7,1.8,3.5,0.13,0.10,0.23,0.09,0.19,Matchs
Adrian Mariappa\8aa5f52c,jm JAM,DF,32,20,15,1513,16.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matchs
José Holebas\12aa7661,gr GRE,DF,35,14,11,1025,11.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.2,0.04,0.07,0.11,0.04,0.11,Matchs
Tom Cleverley\6cdd8245,eng ENG,MT,29,18,11,971,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,2.1,0.15,0.05,0.20,0.15,0.20,Matchs
Nathaniel Chalobah\422862ea,eng ENG,MT,24,22,10,930,10.3,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.1,1.6,0.04,0.11,0.15,0.04,0.15,Matchs
Danny Welbeck\ce5143da,eng ENG,ATMT,28,18,8,822,9.1,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,3.3,3.3,0.2,3.5,0.36,0.02,0.38,0.36,0.38,Matchs
Andre Gray\c24dba2a,jm JAM,AT,28,23,7,755,8.4,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.8,2.8,1.4,4.2,0.33,0.17,0.50,0.33,0.50,Matchs
Daryl Janmaat\45da6694,nl NED,DF,30,8,7,607,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.7,0.04,0.07,0.11,0.04,0.11,Matchs
Dimitri Foulquier\45e17712,fr FRA,DFMT,26,3,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matchs
Sebastian Prödl\f5e6d08d,at AUT,DF,32,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matchs
Ignacio Pussetto\62437b4f,ar ARG,ATDF,23,7,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Isaac Success\f573a8bf,ng NGA,ATMT,23,5,0,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.10,0.19,0.09,0.19,Matchs
João Pedro\e8832875,br BRA,ATMT,17,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.19,0.60,0.79,0.19,0.79,Matchs
Domingos Quina\41fb0f4e,pt POR,MT,19,4,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08,Matchs
Tom Dele-Bashiru\0666f848,ng NGA,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Heurelho Gomes\d596e193,br BRA,GB,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Adalberto Peñaranda\4b3f2936,ve VEN,ATMT,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ken Sema\1770bd68,se SWE,DFAT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.9,38,418,3420,38.0,35,21,28,7,8,80,3,0.92,0.55,1.47,0.74,1.29,45.1,39.1,28.2,67.3,1.19,0.74,1.93,1.03,1.77,
