,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Jordan Pickford\4806ec67,eng ENG,GB,25,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Richarlison\fa031b34,br BRA,AT,22,36,36,3070,34.1,13,3,13,0,0,8,0,0.38,0.09,0.47,0.38,0.47,9.1,9.1,4.8,13.9,0.27,0.14,0.41,0.27,0.41,Matchs
Lucas Digne\1b84dbe1,fr FRA,DF,26,35,35,3030,33.7,0,7,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,1.4,1.4,6.0,7.5,0.04,0.18,0.22,0.04,0.22,Matchs
Dominic Calvert-Lewin\59e6e5bf,eng ENG,AT,22,36,30,2626,29.2,13,1,13,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.3,14.3,1.0,15.3,0.49,0.03,0.52,0.49,0.52,Matchs
Gylfi Sigurðsson\76dd1480,is ISL,MT,29,35,28,2560,28.4,2,3,1,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,4.1,7.5,0.15,0.14,0.29,0.12,0.26,Matchs
Michael Keane\c5b7c315,eng ENG,DF,26,31,28,2559,28.4,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,0.7,2.4,0.06,0.02,0.09,0.06,0.09,Matchs
Yerry Mina\6d5701f2,co COL,DF,24,29,25,2284,25.4,2,1,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,2.5,2.5,0.2,2.7,0.10,0.01,0.11,0.10,0.11,Matchs
Mason Holgate\d0042ab9,eng ENG,DF,22,27,24,2054,22.8,0,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,2.2,2.2,0.5,2.7,0.10,0.02,0.12,0.10,0.12,Matchs
Tom Davies\9228b07c,eng ENG,MT,21,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.3,2.3,0.09,0.01,0.10,0.09,0.10,Matchs
Séamus Coleman\0420d84f,ie IRL,DF,30,27,21,1839,20.4,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.6,1.3,0.03,0.03,0.06,0.03,0.06,Matchs
Alex Iwobi\6ca5ec4b,ng NGA,MTAT,23,25,19,1596,17.7,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.4,2.4,2.3,4.6,0.13,0.13,0.26,0.13,0.26,Matchs
Djibril Sidibé\4c5b714f,fr FRA,DF,27,25,18,1824,20.3,0,4,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,2.0,2.4,0.02,0.10,0.12,0.02,0.12,Matchs
André Gomes\1961b2aa,pt POR,MT,26,19,17,1458,16.2,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matchs
Theo Walcott\1ecb65be,eng ENG,MTAT,30,25,17,1287,14.3,2,3,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,2.8,2.8,2.8,5.6,0.19,0.20,0.39,0.19,0.39,Matchs
Bernard\ab4b3e35,br BRA,MTAT,26,27,15,1280,14.2,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.9,3.0,0.08,0.13,0.21,0.08,0.21,Matchs
Fabian Delph\111c3236,eng ENG,MT,29,16,13,1190,13.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matchs
Morgan Schneiderlin\51b41c5c,fr FRA,MT,29,15,12,1001,11.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matchs
Moise Kean\3d50bcdb,it ITA,AT,19,29,6,852,9.5,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,4.1,4.1,1.0,5.2,0.44,0.11,0.54,0.44,0.54,Matchs
Anthony Gordon\2bd83368,eng ENG,MTAT,18,11,4,440,4.9,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,0.4,0.6,0.05,0.07,0.12,0.05,0.12,Matchs
Leighton Baines\b18095b6,eng ENG,DF,34,8,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.8,0.01,0.16,0.17,0.01,0.17,Matchs
Jarrad Branthwaite\c1949191,eng ENG,DF,17,4,2,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Cenk Tosun\9a104dee,tr TUR,AT,28,5,2,291,3.2,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.1,0.9,0.23,0.03,0.26,0.23,0.26,Matchs
Jean-Philippe Gbamin\6bd603db,ci CIV,MT,23,2,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Oumar Niasse\af721f98,sn SEN,AT,29,3,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Beni Baningime\ca9178af,cd COD,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Lewis Gibson\cdf0f2db,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jonas Lössl\939bc634,dk DEN,GB,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Cuco Martina\22551915,cw CUW,DFMT,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ellis Simms\26d3b5be,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Maarten Stekelenburg\fefce889,nl NED,GB,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
João Virgínia\728e9b2e,pt POR,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.5,38,418,3420,38.0,42,32,41,1,1,76,3,1.11,0.84,1.95,1.08,1.92,49.3,48.5,30.9,79.4,1.30,0.81,2.11,1.28,2.09,
Total adversaire,,,26.6,38,418,3420,38.0,53,39,50,3,4,61,2,1.39,1.03,2.42,1.32,2.34,48.4,45.4,32.0,77.4,1.27,0.84,2.11,1.19,2.04,
