-- League --	--- FA Cup ---	---- Other ----

1929/30
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARLEY, Harry	Winger	
										
BATEMAN, Arthur	Full Back	
										
BESTALL, Jackie	Inside Forward	
										
BUCK, Teddy	Wing Half	
										
CALDERWOOD, James	Full Back	
										
COGLIN, Steve	Inside Forward	
										
COLEMAN, Tim	Inside Forward	
										
COOPER, Joe	Inside Forward	
										
GLOVER, Pat	Centre Forward	
										
HALL, Alec	Wing Half	
										
HEIGH, Bob	Inside Forward	
										
JACOBSON, Hughie	Full Back	
										
MARSHALL, Billy	Winger	
										
MOULSON, Con	Central Defender	
										
POWELL, Billy	Wing Half	
										
PRIESTLEY, Jock	Wing Half	
										
PRIOR, Jack	Winger	
										
READ, Tommy	Goalkeeper	
										
ROBSON, Joe	Centre Forward	
										
SEAGRAVE, Jack	Full Back	
										
SWABY, Harry	Central Defender	
										
WILLIAMS, Johnny	Centre Half	
										
WILSON, Charlie	Full Back	
										
WRACK, Charlie	Central Defender	
										
WRIGHT, Norman	Winger	
