,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Rory Delap\9b0dac73,ie IRL,MT,33,36,34,2879,32.0,0,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matchs
Dean Whitehead\a32204c9,eng ENG,DFMT,27,36,33,2897,32.2,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matchs
Matthew Etherington\ef616df9,eng ENG,MT,27,34,33,2888,32.1,5,8,4,1,1,1,0,0.16,0.25,0.41,0.12,0.37,Matchs
Thomas Sørensen\31d82fec,dk DEN,GB,33,33,33,2864,31.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Robert Huth\0bd1ea64,de GER,DF,24,32,30,2744,30.5,3,1,3,0,0,6,0,0.10,0.03,0.13,0.10,0.13,Matchs
Abdoulaye Faye\99df1bff,sn SEN,DFMT,31,31,30,2382,26.5,2,0,2,0,0,5,2,0.08,0.00,0.08,0.08,0.08,Matchs
Ryan Shawcross\285a3d44,eng ENG,DF,21,28,27,2448,27.2,2,2,2,0,0,8,1,0.07,0.07,0.15,0.07,0.15,Matchs
Glenn Whelan\d5bd56a5,ie IRL,MT,25,33,25,2358,26.2,2,2,2,0,0,9,0,0.08,0.08,0.15,0.08,0.15,Matchs
Danny Higginbotham\688135a1,gi GIB,DF,30,24,23,2002,22.2,1,1,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matchs
Ricardo Fuller\c764fa54,jm JAM,AT,29,35,22,2237,24.9,3,3,3,0,0,9,0,0.12,0.12,0.24,0.12,0.24,Matchs
Danny Collins\b89cd819,wls WAL,DF,28,25,22,2081,23.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy Wilkinson\9aca56d3,eng ENG,DF,24,25,21,2039,22.7,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matchs
Mamady Sidibé\c4fe1d3a,ml MLI,AT,29,24,19,1519,16.9,2,1,2,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matchs
Liam Lawrence\60727f47,ie IRL,MT,27,25,14,1382,15.4,1,2,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,Matchs
Tuncay Şanlı\e7a2dc67,tr TUR,ATMT,27,30,13,1288,14.3,4,2,4,0,0,2,0,0.28,0.14,0.42,0.28,0.42,Matchs
Salif Diao\acc326da,sn SEN,MT,32,16,11,943,10.5,1,1,1,0,0,7,0,0.10,0.10,0.19,0.10,0.19,Matchs
James Beattie\7c881089,eng ENG,AT,31,22,11,803,8.9,2,1,1,1,1,1,0,0.22,0.11,0.34,0.11,0.22,Matchs
Dave Kitson\53c758b9,eng ENG,AT,29,18,10,931,10.3,3,1,3,0,0,1,0,0.29,0.10,0.39,0.29,0.39,Matchs
Asmir Begović\7b4de647,ba BIH,GB,22,4,3,326,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Simonsen\b37c3eea,eng ENG,GB,30,3,2,230,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Danny Pugh\7f60e79c,eng ENG,DFMT,26,7,1,186,2.1,1,0,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matchs
Richard Cresswell\2feffa68,eng ENG,AT,31,2,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Louis Moult\240267a4,eng ENG,AT,17,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,28.5,38,418,,,32,23,30,2,2,62,5,0.84,0.61,1.45,0.79,1.39,
Total adversaire,,,27.2,38,,,,,,,,,,,,,,,,
