,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Glenn Whelan\d5bd56a5,ie IRL,MT,31,37,37,3166,35.2,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matchs
Erik Pieters\1ef37668,nl NED,DF,26,35,35,3095,34.4,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matchs
Marko Arnautović\00459419,at AUT,MTAT,26,34,33,2807,31.2,11,6,8,3,3,2,0,0.35,0.19,0.55,0.26,0.45,Matchs
Jack Butland\cc70a1d5,eng ENG,GB,22,31,31,2790,31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Philipp Wollscheid\c4cca587,de GER,DF,26,31,30,2684,29.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Geoff Cameron\1a160ea3,us USA,DFMT,30,30,27,2359,26.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matchs
Xherdan Shaqiri\6421ec64,ch SUI,MT,23,27,27,2012,22.4,3,6,3,0,0,3,0,0.13,0.27,0.40,0.13,0.40,Matchs
Glen Johnson\8cceca90,eng ENG,DF,30,25,25,2184,24.3,0,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matchs
Ibrahim Afellay\9a8c6673,nl NED,MT,29,31,24,2102,23.4,2,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,Matchs
Bojan Krkić\9fa0a0b8,es ESP,MTAT,24,27,22,1697,18.9,7,1,5,2,2,2,0,0.37,0.05,0.42,0.27,0.32,Matchs
Ryan Shawcross\285a3d44,eng ENG,DF,27,20,20,1696,18.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matchs
Jonathan Walters\0356cf4f,ie IRL,MTAT,31,27,18,1728,19.2,5,3,5,0,0,1,0,0.26,0.16,0.42,0.26,0.42,Matchs
Giannelli Imbula\b86fe156,cd COD,MT,22,14,14,1260,14.0,2,0,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matchs
Mame Biram Diouf\7f4f3e49,sn SEN,ATMT,27,26,12,1278,14.2,5,1,5,0,0,3,0,0.35,0.07,0.42,0.35,0.42,Matchs
Marc Muniesa\4db76f57,es ESP,DF,23,15,12,1114,12.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Charlie Adam\aff418dc,sct SCO,MT,29,22,12,1044,11.6,1,1,1,0,0,6,1,0.09,0.09,0.17,0.09,0.17,Matchs
Joselu\6265208f,es ESP,AT,25,22,10,1097,12.2,4,1,4,0,0,0,0,0.33,0.08,0.41,0.33,0.41,Matchs
Phil Bardsley\1ae30132,sct SCO,DF,30,11,9,817,9.1,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matchs
Marco van Ginkel\47681787,nl NED,MT,22,17,8,755,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Peter Crouch\73d9bdc7,eng ENG,AT,34,11,4,463,5.1,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matchs
Jakob Haugaard\142741bb,dk DEN,GB,23,5,4,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shay Given\0db918ff,ie IRL,GB,39,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Marc Wilson\c325c010,ie IRL,DF,27,4,1,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stephen Ireland\bcf30f17,ie IRL,MT,28,13,0,243,2.7,0,1,0,0,0,2,0,0.00,0.37,0.37,0.00,0.37,Matchs
Peter Odemwingie\b16150ac,ng NGA,AT,34,5,0,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dionatan Teixeira\f7f09bee,br BRA,DF,23,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Sidwell\ed083afd,eng ENG,MT,32,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Daniel Bachmann\1c0eea98,at AUT,GB,21,0,0,,,,,,,,,,,,,,,Matchs
Moha El Ouriachi\07061558,es ESP,MT,19,0,0,,,,,,,,,,,,,,,Matchs
Ollie Shenton\8981c6bd,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.4,38,418,3420,38.0,40,29,35,5,5,0,0,1.05,0.76,1.82,0.92,1.68,
Total adversaire,,,27.0,38,418,3420,38.0,55,42,50,5,5,56,2,1.45,1.11,2.55,1.32,2.42,
