,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Phil Jagielka\3233eefd,eng ENG,DFMT,23,38,38,3420,38.0,4,1,2,2,2,4,0,0.11,0.03,0.13,0.05,0.08,Matchs
Paddy Kenny\b03eb26c,ie IRL,GB,28,34,34,3032,33.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Rob Hulse\edaf9ca0,eng ENG,AT,26,29,28,2452,27.2,8,1,8,0,1,6,0,0.29,0.04,0.33,0.29,0.33,Matchs
Keith Gillespie\012f440e,nir NIR,ATMT,31,31,27,2390,26.6,2,2,2,0,0,2,1,0.08,0.08,0.15,0.08,0.15,Matchs
Derek Geary\fa9f1e42,ie IRL,DF,26,26,26,2221,24.7,0,3,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matchs
Chris Armstrong\0eb69685,eng ENG,DFMT,23,27,24,2212,24.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Tonge\046f30a8,eng ENG,MT,23,27,23,2014,22.4,2,0,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matchs
Nick Montgomery\72d237e2,sct SCO,MT,24,26,22,1989,22.1,0,4,0,0,0,7,0,0.00,0.18,0.18,0.00,0.18,Matchs
Chris Morgan\1af5f23a,eng ENG,DF,28,24,21,2031,22.6,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matchs
Claude Davis\c06dc9f6,jm JAM,DF,27,21,18,1496,16.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matchs
Rob Kozluk\9c6a1f88,eng ENG,DF,28,19,17,1489,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mikele Leigertwood\3cd9228b,ag ATG,DFMT,23,19,16,1409,15.7,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matchs
Colin Kazim-Richards\ca9e7345,tr TUR,ATMT,19,27,15,1502,16.7,1,3,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,Matchs
Stephen Quinn\9ff17f6f,ie IRL,ATMT,20,15,15,1207,13.4,2,2,2,0,0,0,0,0.15,0.15,0.30,0.15,0.30,Matchs
Danny Webber\046789e9,eng ENG,AT,24,21,13,1151,12.8,3,0,3,0,1,0,0,0.23,0.00,0.23,0.23,0.23,Matchs
Leigh Bromby\7e29cbe2,eng ENG,DF,26,17,12,1139,12.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jon Stead\aba66ab7,eng ENG,AT,23,14,12,1065,11.8,5,0,5,0,0,2,0,0.42,0.00,0.42,0.42,0.42,Matchs
Alan Quinn\6e0e47a6,ie IRL,MT,27,19,11,970,10.8,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matchs
Chris Lucketti\50db99da,eng ENG,DF,34,8,8,662,7.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Christian Nadé\2f8d9f6a,fr FRA,AT,21,25,7,915,10.2,3,1,3,0,0,2,0,0.30,0.10,0.39,0.30,0.39,Matchs
Matthew Kilgallon\7c6a3c44,eng ENG,DF,22,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Sommeil\f4c68930,gp GLP,DF,31,5,4,328,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Ifill\856de241,bb BRB,ATMT,26,3,3,166,1.8,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Nicky Law\d12df9fe,eng ENG,MT,18,3,2,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ahmed Fathy\c3c1b5de,eg EGY,DFMT,21,3,2,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Luton Shelton\d9ee809d,jm JAM,ATMT,20,3,2,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ade Akinbiyi\6a723914,ng NGA,AT,31,3,2,184,2.0,0,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,Matchs
Ian Bennett\28d29138,eng ENG,GB,34,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Gerrard\fb9646e3,eng ENG,GB,33,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alan Wright\df6cf3fe,eng ENG,DF,34,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Kabba\c31546c7,eng ENG,AT,25,7,0,121,1.3,0,2,0,0,0,0,0,0.00,1.49,1.49,0.00,1.49,Matchs
Total de l'équipe,,,25.9,38,408,,,31,21,29,2,4,71,2,0.82,0.55,1.37,0.76,1.32,
Total adversaire,,,26.7,38,,,,,,,,,,,,,,,,
