Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BASSETT, Spencer	Wing ",, , , , ,	
,"BENEY, Albert	Centre ",, , , , , , , ,	
,"BUCKENHAM, William	Centre ",, , , , , , , ,	
,"CROSS, Archie	Full ",, , , , ,	
,"DICK, John	Wing ",, , , , ,	
,"DINES, Joe	Wing ",, , , , ,	
,"DRAIN, Tom	Centre ",, , , , , , , ,	
,"DUCAT, Andy	Wing ",, , , , ,	
,"FISHER,",, ,G,e,o,r,g,e,	,G,o,a,l,k,e,e,p,e,r,	
,"GRAY, Archie	Full ",, , , , ,	
,"GREENAWAY,",, ,D,a,v,i,d,	,W,i,n,g,e,r,	
,"HEPPINSTALL,",, ,F,r,a,n,k,	,W,i,n,g,e,r,	
,"HERBERT, Billy	Inside ",, , , , , , , ,	
,"HOARE, Gordon	Inside ",, , , , , , , ,	
,"LAWRENCE, Walter	Inside ",, , , , , , , ,	
,"LEE,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"LEWIS,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"MACDONALD,",, ,H,u,g,h,	,G,o,a,l,k,e,e,p,e,r,	
,"MACEACHRANE, Roddy	Wing ",, , , , ,	
,"MALCOLM, George	Wing ",, , , , ,	
,"MCDONALD, Duncan	Full ",, , , , ,	
,"MCGIBBON, Charlie	Centre ",, , , , , , , ,	
,"MCKELLAR, Matthew	Centre ",, , , , , , , ,	
,"MCKINNON, Angus	Wing ",, , , , ,	
,"NEAVE,",, ,D,a,v,i,d,	,W,i,n,g,e,r,	
,"OLIVER, Harold	Centre ",, , , , , , , ,	
,"SANDS, Percy	Centre ",, , , , ,	
,"SATTERTHWAITE, Charlie	Inside ",, , , , , , , ,	
,"SHAW, Joe	Full ",, , , , ,	
,"STEVENS, Robert	Inside ",, , , , , , , ,	
,"THOMSON, Matt	Centre ",, , , , ,	
