Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ANDERSON, George	Centre ",, , , , , , , ,	
,"BIRNIE,",, ,A,l,e,x,	,W,i,n,g,e,r,	
,"BRADLEY,",, ,H,e,r,b,e,r,t,	,W,i,n,g,e,r,	
,"BULLEN, Teddy	Wing ",, , , , ,	
,"CHORLTON, Charlie	Full ",, , , , ,	
,"CURRIE, Bob	Inside ",, , , , , , , ,	
,"DEWHURST, Jack	Centre ",, , , , ,	
,"DOMLEO, Bill	Full ",, , , , ,	
,"DUFFY,",, ,C,h,r,i,s,	,W,i,n,g,e,r,	
,"HIBBERT, Billy	Centre ",, , , , , , , ,	
,"HUMPHREYS, Billy	Wing ",, , , , ,	
,"JARVIS, Len	Wing ",, , , , ,	
,"KAY, Tom	Inside ",, , , , , , , ,	
,"LEE,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"LINDSAY, Jimmy	Full ",, , , , ,	
,"MCINTOSH, Angus	Inside ",, , , , , , , ,	
,"MCLEOD, John	Full ",, , , , ,	
,"MCMAHON, Johnny	Full ",, , , , ,	
,"MILLINGTON, Tom	Full ",, , , , ,	
,"PARKIN, Dick	Full ",, , , , ,	
,"PEARSON,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"RAE, Tommy	Wing ",, , , , ,	
,"RAESIDE,",, ,J,i,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"SMITH, Alf	Inside ",, , , , , , , ,	
,"STANFIELD, Charlie	Inside ",, , , , , , , ,	
,"THORPE, Frank	Centre ",, , , , ,	
,"VINSON, Harry	Wing ",, , , , ,	
,"WALKER,",, ,J,o,h,n,n,y,	,W,i,n,g,e,r,	
,"WHITTAKER,",, ,A,r,n,i,e,	,W,i,n,g,e,r,	
