,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Neville Southall\4ef5450a,wls WAL,GB,35,41,41,3690,41.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dave Watson\f41fba43,eng ENG,DF,32,38,38,3313,36.8,2,2,2,0,0,5,0,0.05,0.05,0.11,0.05,0.11,Matchs
David Unsworth\05fcbb55,eng ENG,DF,20,38,37,3263,36.3,3,3,2,1,2,7,0,0.08,0.08,0.17,0.06,0.14,Matchs
Joe Parkinson\6782fb8f,eng ENG,MT,23,34,32,2842,31.6,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matchs
Barry Horne\2c1d83f7,wls WAL,MT,32,31,31,2672,29.7,0,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matchs
Andy Hinchcliffe\4bb95ffe,eng ENG,DF,25,29,28,2451,27.2,2,11,2,0,0,2,0,0.07,0.40,0.48,0.07,0.48,Matchs
Matt Jackson\4b8b0f54,eng ENG,DF,22,29,26,2354,26.2,0,4,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matchs
John Ebbrell\175bbf7c,eng ENG,MT,24,26,26,2267,25.2,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary Ablett\ab708080,eng ENG,DF,28,26,26,2230,24.8,3,0,3,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matchs
Paul Rideout\3ee2a1e0,eng ENG,AT,29,29,25,2383,26.5,14,1,14,0,0,1,0,0.53,0.04,0.57,0.53,0.57,Matchs
Duncan Ferguson\9593e964,sct SCO,AT,22,23,22,1896,21.1,7,2,7,0,1,1,2,0.33,0.09,0.43,0.33,0.43,Matchs
Graham Stuart\159c714f,eng ENG,ATMT,23,27,20,1999,22.2,3,2,3,0,0,0,0,0.14,0.09,0.23,0.14,0.23,Matchs
Anders Limpar\897b32c0,se SWE,MT,28,27,19,1696,18.8,2,5,2,0,0,5,0,0.11,0.27,0.37,0.11,0.37,Matchs
David Burrows\d806427e,eng ENG,DF,25,19,19,1589,17.7,0,0,,,,8,0,0.00,0.00,0.00,,,Matchs
Earl Barrett\225696d1,eng ENG,DF,27,17,17,1501,16.7,0,0,,,,2,1,0.00,0.00,0.00,,,Matchs
Daniel Amokachi\e48e3d4e,ng NGA,AT,21,18,17,1479,16.4,4,1,4,0,0,2,0,0.24,0.06,0.30,0.24,0.30,Matchs
Vinny Samways\9dc41793,eng ENG,MT,25,19,14,1335,14.8,1,3,1,0,0,1,1,0.07,0.20,0.27,0.07,0.27,Matchs
Stuart Barlow\abea9969,eng ENG,AT,26,11,7,685,7.6,2,1,2,0,0,2,1,0.26,0.13,0.39,0.26,0.39,Matchs
Ian Durrant\f036a4f8,sct SCO,MT,27,5,4,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tony Cottee\111e8515,eng ENG,AT,29,3,3,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Brett Angell\64c0cb21,eng ENG,AT,25,4,3,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ian Snodin\6d6a9e2b,eng ENG,DFMT,30,3,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Holmes\6d4ace8b,eng ENG,DF,26,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary Rowett\92c33b52,eng ENG,DF,20,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jason Kearton\3cec77fe,au AUS,GB,25,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tony Grant\e982e153,eng ENG,MT,19,5,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.1,42,466,,,43,39,42,1,3,70,6,1.02,0.93,1.95,1.00,1.93,
Total adversaire,,,26.7,42,,,,,,,,,,,,,,,,
