,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Patrice Evra\51a3caf1,fr FRA,DF,28,38,37,3283,36.5,0,3,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matchs
Wayne Rooney\f07be45a,eng ENG,ATMT,23,32,32,2728,30.3,26,3,22,4,5,6,0,0.86,0.10,0.96,0.73,0.82,Matchs
Antonio Valencia\08aa17d0,ec ECU,DFMT,23,34,29,2613,29.0,5,7,5,0,0,3,0,0.17,0.24,0.41,0.17,0.41,Matchs
Darren Fletcher\184e4970,sct SCO,MT,25,30,29,2570,28.6,4,5,4,0,0,5,1,0.14,0.18,0.32,0.14,0.32,Matchs
Nemanja Vidić\4b30b37e,rs SRB,DF,27,24,24,2106,23.4,1,0,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,Matchs
Dimitar Berbatov\f5781978,bg BUL,AT,28,33,24,2094,23.3,12,5,12,0,0,1,0,0.52,0.21,0.73,0.52,0.73,Matchs
Paul Scholes\24a3a72c,eng ENG,MT,34,28,24,1940,21.6,3,3,3,0,0,9,1,0.14,0.14,0.28,0.14,0.28,Matchs
Michael Carrick\ab7263c1,eng ENG,MT,28,30,22,2119,23.5,2,2,2,0,1,1,0,0.08,0.08,0.17,0.08,0.17,Matchs
Edwin van der Sar\98ee8a67,nl NED,GB,38,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ryan Giggs\561de8d0,wls WAL,ATMT,35,25,20,1808,20.1,5,9,3,2,2,0,0,0.25,0.45,0.70,0.15,0.60,Matchs
Nani\15e9c7e6,pt POR,ATMT,22,23,19,1585,17.6,3,6,3,0,0,1,1,0.17,0.34,0.51,0.17,0.51,Matchs
Jonny Evans\f8fcd2a5,nir NIR,DF,21,18,18,1585,17.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Wes Brown\659ccc97,eng ENG,DF,29,19,18,1571,17.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary Neville\1b013e33,eng ENG,DF,34,17,15,1354,15.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matchs
John O'Shea\7c1f4685,ie IRL,DFMT,28,15,12,1119,12.4,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matchs
Rio Ferdinand\52465662,eng ENG,DF,30,13,12,1084,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Park Ji-sung\3de4cb30,kr KOR,MT,28,17,10,969,10.8,3,1,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,Matchs
Anderson\ffcbeb74,br BRA,MT,21,14,10,858,9.5,1,2,1,0,0,1,0,0.10,0.21,0.31,0.10,0.31,Matchs
Ben Foster\d0b3ceb9,eng ENG,GB,26,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tomasz Kuszczak\a924380b,pl POL,GB,27,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Rafael\9a1f2e1c,br BRA,DFMT,19,8,8,680,7.6,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,Matchs
Darron Gibson\f0e72e1c,ie IRL,MT,21,15,6,595,6.6,2,2,2,0,0,2,0,0.30,0.30,0.61,0.30,0.61,Matchs
Michael Owen\88b3f52c,eng ENG,AT,29,19,5,602,6.7,3,0,3,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matchs
Ritchie De Laet\dc234f98,be BEL,DF,20,2,2,147,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gabriel Obertan\adc264a8,fr FRA,ATMT,20,7,1,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Fábio\bc7b4580,br BRA,DF,19,5,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Danny Welbeck\ce5143da,eng ENG,ATMT,18,5,1,141,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Federico Macheda\e14daddc,it ITA,AT,17,5,1,132,1.5,1,1,1,0,0,0,0,0.68,0.68,1.36,0.68,1.36,Matchs
Mame Biram Diouf\7f4f3e49,sn SEN,ATMT,21,5,0,94,1.0,1,0,1,0,0,1,0,0.96,0.00,0.96,0.96,0.96,Matchs
Owen Hargreaves\1b2b5b86,eng ENG,MT,28,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.8,38,418,,,74,48,68,6,8,48,4,1.95,1.26,3.21,1.79,3.05,
Total adversaire,,,27.1,38,,,,,,,,,,,,,,,,
