-- League --	--- FA Cup ---	---- Other ----

1988/89
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ADAMS, Neil 	Winger	0	0	0	0	0	0	0+1	0	0
										
BAURESS, Gary 	Midfielder	0	0	0	0	0	0	0	0	0
										
BRACEWELL, Paul 	Midfielder	20	2	0	6	0	0	3+2	0	0
										
CARBERRY, Jimmy 	Winger	0	0	0	0	0	0	0	0	0
										
CLARKE, Wayne 	Forward	12+8	3	1	1+2	0	0	2+1	2	0
										
COTTEE, Tony 	Forward	35+1	13	0	8	0	0	10	5	0
										
EBBRELL, John 	Midfielder	1+3	0	0	0	0	0	0+1	0	0
										
HEATH, Adrian 	Forward	6+1	2	0	0	0	0	2+1	0	0
										
KEARTON, Jason 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
MCCALL, Stuart 	Midfielder	29+4	0	0	4+1	3	0	7+1	1	0
										
MCDONALD, Neil 	Full Back	22+3	1	0	4	0	0	6	1	1
										
NEVIN, Pat 	Winger	20+5	2	0	5+1	2	0	6	1	0
										
POINTON, Neil 	Full Back	20+3	0	0	3+1	0	0	4+1	0	0
										
RATCLIFFE, Kevin 	Central Defender	30	0	0	8	0	0	8	0	0
										
REID, Peter 	Midfielder	16+2	1	0	2	0	0	6+1	0	0
										
SHARP, Graeme 	Forward	26	7	1	6	3	0	6	3	0
										
SHEEDY, Kevin 	Midfielder	24+2	8	2	8	4	2	6+1	0	0
										
SNODIN, Ian 	Midfielder	23	0	0	5	0	0	7	0	0
										
SOUTHALL, Neville 	Goalkeeper	38	0	0	8	0	0	9	0	0
										
STEVEN, Trevor 	Winger	29	6	2	7	0	0	7	2	2
										
STOWELL, Mike 	Goalkeeper	0	0	0	0	0	0	1	0	0
										
VAN DEN HAUWE, Pat 	Full Back	24+1	0	0	6	0	0	6	0	0
										
WARD, Tony 	Winger	0	0	0	0	0	0	0	0	0
										
WATSON, Dave 	Central Defender	32	3	0	7	0	0	8	1	0
										
WILSON, Ian 	Midfielder	11+7	1	0	0+2	0	0	6+1	0	0
										
YOUDS, Eddie 	Central Defender	0	0	0	0	0	0	0	0	0
