-- League --	--- FA Cup ---	---- Other ----

1988/89
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BRADLEY, Russell 	Central Defender	0	0	0	0	0	0	0	0	0
										
CARR, Franz 	Winger	18+5	3	0	4	0	0	8+3	0	0
										
CHAPMAN, Lee 	Forward	30	8	0	5	3	0	11	8	0
										
CHARLES, Gary 	Full Back	1	0	0	0	0	0	1	0	0
										
CHETTLE, Steve 	Central Defender	23+5	2	0	0	0	0	9+1	0	0
										
CLOUGH, Nigel 	Forward	36	14	4	4	0	0	12+1	7	2
										
CROSBY, Gary 	Winger	11+2	0	0	0	0	0	3+2	2	0
										
CROSSLEY, Mark 	Goalkeeper	2	0	0	0	0	0	1	0	0
										
DYCHE, Sean 	Central Defender	0	0	0	0	0	0	0	0	0
										
FLEMING, Gary 	Full Back	0	0	0	0	0	0	1+1	0	0
										
FOSTER, Colin 	Central Defender	17+1	2	0	0	0	0	5	1	0
										
GAYNOR, Tommy 	Forward	16+3	4	0	2	1	0	5	5	0
										
GLOVER, Lee 	Forward	0	0	0	0+1	0	0	0	0	0
										
HODGE, Steve 	Midfielder	33+1	7	0	5	0	0	13+1	3	0
										
LAMB, Alan 	Forward	0	0	0	0	0	0	0	0	0
										
LAWS, Brian 	Full Back	20+2	1	0	5	1	0	9+1	0	0
										
PARKER, Garry 	Midfielder	22	7	0	5	2	0	9+1	4	0
										
PEARCE, Stuart 	Full Back	36	6	0	5	0	0	13	4	0
										
RICE, Brian 	Winger	19+1	1	0	0	0	0	6	0	0
										
STARBUCK, Phil 	Forward	2+5	0	0	0+2	0	0	1+1	0	0
										
SUTTON, Steve 	Goalkeeper	36	0	0	5	0	0	13	0	0
										
WALKER, Des 	Central Defender	34	0	0	5	0	0	9	0	0
										
WASSALL, Darren 	Central Defender	0	0	0	0	0	0	1	0	0
										
WEBB, Neil 	Midfielder	36	6	0	5	2	0	13	5	0
										
WILLIAMS, Brett 	Full Back	2	0	0	0	0	0	1	0	0
										
WILSON, Terry 	Central Defender	24+3	1	0	5	0	0	10+1	0	0
