-- League --	--- FA Cup ---	---- Other ----

1988/89
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ANDERSON, John 	Full Back	21	1	0	0	0	0	3	0	0
										
BEASANT, Dave 	Goalkeeper	20	0	0	2	0	0	5	0	0
										
BOGIE, Ian 	Midfielder	3+3	0	0	1+2	0	0	1+1	0	0
										
BRAZIL, Gary 	Forward	3+4	0	0	0	0	0	0	0	0
										
BROCK, Kevin 	Midfielder	21	2	0	4	1	0	1	0	0
										
CORNWELL, John 	Midfielder	8+1	0	0	0	0	0	3+1	0	0
										
CRAIG, Albert 	Winger	0+1	0	0	0	0	0	0	0	0
										
FENSOME, Andy 	Full Back	0	0	0	0	0	0	0	0	0
										
GOURLAY, Archie 	Midfielder	0+1	0	0	0	0	0	0	0	0
										
HENDRIE, John 	Winger	34	4	0	4	0	0	5	1	0
										
HOWEY, Steve 	Central Defender	0+1	0	0	0	0	0	0	0	0
										
JACKSON, Darren 	Winger	13+2	2	0	0	0	0	5	0	0
										
JACKSON, Peter 	Central Defender	1	0	0	0	0	0	1	0	0
										
KELLY, Gary 	Goalkeeper	9	0	0	0	0	0	0	0	0
										
KRISTENSEN, Bjorn 	Midfielder	4+1	0	0	0	0	0	0	0	0
										
LORMOR, Tony 	Forward	3	1	0	0	0	0	0	0	0
										
MCCREERY, David 	Midfielder	36	0	0	4	0	0	2	0	0
										
MCDONALD, Rob 	Forward	6+4	1	0	1+3	0	0	1	1	0
										
MIRANDINHA 	Forward	22+6	9	4	2+1	1	1	3+1	1	0
										
O'BRIEN, Liam 	Midfielder	17+3	4	0	4	0	0	1	0	0
										
O'NEILL, Michael 	Midfielder	17+10	3	0	1+1	0	0	3	1	0
										
PAYNE, Lee 	Winger	6+1	0	0	0	0	0	0	0	0
										
PINGEL, Frank 	Forward	13+1	1	0	0	0	0	0	0	0
										
RANSON, Ray 	Full Back	13+1	1	0	4	0	0	0	0	0
										
ROBERTSON, John 	Forward	7+5	0	0	0	0	0	2+2	0	0
										
ROBINSON, David 	Forward	0+1	0	0	0	0	0	0	0	0
										
ROCHE, David 	Midfielder	0+2	0	0	0	0	0	0	0	0
										
ROEDER, Glenn 	Central Defender	18	0	0	3	0	0	1	0	0
										
SANSOM, Kenny 	Full Back	20	0	0	4	0	0	0	0	0
										
SCOTT, Kevin 	Central Defender	29	0	0	4	0	0	3+1	0	0
										
STEPHENSON, Paul 	Winger	7+1	0	0	0	0	0	2	0	0
										
SWEENEY, Paul 	Full Back	6+2	0	0	0	0	0	0	0	0
										
THORN, Andy 	Central Defender	26	1	0	0	0	0	5	0	0
										
TINNION, Brian 	Midfielder	12+1	1	0	0	0	0	3+1	0	0
										
WHARTON, Ken 	Full Back	14+4	0	0	4	0	0	5	0	0
										
WRIGHT, Tommy 	Goalkeeper	9	0	0	2	0	0	0	0	0
