
-- League --	--- FA Cup ---	---- Other ----

1988/89
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BENNETT, Mickey 	Winger	11	0	0	0	0	0	4	0	0
										
BOLDER, Bob 	Goalkeeper	38	0	0	3	0	0	4	0	0
										
CAMPBELL, David 	Midfielder	5+4	0	0	0+1	0	0	3	0	0
										
CATON, Tommy 	Central Defender	13	1	0	0	0	0	0	0	0
										
CROOKS, Garth 	Forward	10+4	2	0	3	1	0	0	0	0
										
ELLIOTT, Matt 	Central Defender	0	0	0	0	0	0	1	0	0
										
GRITT, Steve 	Midfielder	22	2	0	1+1	0	0	2	0	0
										
HUMPHREY, John 	Full Back	38	1	0	3	0	0	4	0	0
										
JONES, Andy 	Forward	2+7	4	0	0	0	0	2+2	1	0
										
LEABURN, Carl 	Forward	29+3	2	0	0+1	0	0	2	0	0
										
LEE, Jason 	Forward	0	0	0	0	0	0	0+1	0	0
										
LEE, Rob 	Midfielder	25+6	5	0	3	1	0	1+1	0	0
										
MACKENZIE, Steve 	Midfielder	35+1	3	0	3	0	0	3	0	0
										
MCDONAGH, Jim 'Seamus' 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
MILLER, Paul 	Central Defender	5	0	0	0	0	0	0	0	0
										
MINTO, Scott 	Full Back	1+2	0	0	0	0	0	1	0	0
										
MORTIMER, Paul 	Midfielder	30+3	5	0	3	0	0	2+1	0	0
										
PATES, Colin 	Central Defender	20+1	0	0	3	0	0	0	0	0
										
PEAKE, Andy 	Midfielder	29+2	1	0	3	0	0	2	0	0
										
PITCHER, Darren 	Full Back	0	0	0	0	0	0	1	0	0
										
REID, Mark 	Full Back	36	1	1	2	0	0	4	1	1
										
SHIRTLIFF, Peter 	Central Defender	33+1	2	0	3	0	0	4	0	0
										
STUART, Mark 	Winger	4	0	0	0	0	0	1+1	0	0
										
WALSH, Colin 	Winger	2+3	0	0	0	0	0	0	0	0
										
WILLIAMS, Paul 	Forward	30+2	13	0	3	2	0	3	2	0
