,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Neil Sullivan\2ea16583,sct SCO,GB,27,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy Roberts\7666f4b8,eng ENG,MT,23,36,36,727,8.1,1,1,1,0,0,7,0,0.12,0.12,0.25,0.12,0.25,Matchs
Chris Perry\2f43aa1c,eng ENG,DF,24,35,35,3150,35.0,1,2,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,Matchs
Dean Blackwell\9ed3d8ed,eng ENG,DF,27,35,35,3066,34.1,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matchs
Kenny Cunningham\984a2038,ie IRL,DF,26,32,32,2880,32.0,0,3,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matchs
Michael Hughes\65085487,nir NIR,MT,25,34,31,2824,31.4,4,3,4,0,0,4,0,0.13,0.10,0.22,0.13,0.22,Matchs
Neal Ardley\124a61d8,eng ENG,MT,24,34,31,2723,30.3,2,2,1,1,1,2,0,0.07,0.07,0.13,0.03,0.10,Matchs
Alan Kimble\30dfbe94,eng ENG,DF,30,25,23,2139,23.8,0,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matchs
Ben Thatcher\dc5460f9,wls WAL,DF,21,26,23,2000,22.2,0,1,0,0,0,2,2,0.00,0.05,0.05,0.00,0.05,Matchs
Vinnie Jones\eec5fbba,wls WAL,MT,32,24,22,1841,20.5,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matchs
Marcus Gayle\b80303a7,jm JAM,ATMT,26,30,21,1813,20.1,2,2,2,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matchs
Robbie Earle\3a757429,jm JAM,MT,32,22,20,1839,20.4,3,1,3,0,0,0,0,0.15,0.05,0.20,0.15,0.20,Matchs
Carl Cort\c07f2109,gy GUY,AT,19,22,16,1484,16.5,4,3,4,0,0,0,0,0.24,0.18,0.42,0.24,0.42,Matchs
Carl Leaburn\2ec16bbc,eng ENG,AT,28,16,15,1296,14.4,4,2,4,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matchs
Jason Euell\d97fe8bd,jm JAM,ATMT,20,19,14,1099,12.2,4,1,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,Matchs
Ceri Hughes\3467a528,wls WAL,MT,26,17,13,1145,12.7,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matchs
Efan Ekoku\d0d589ec,ng NGA,AT,30,16,11,1034,11.5,4,1,4,0,0,0,0,0.35,0.09,0.44,0.35,0.44,Matchs
Peter Fear\584ebbeb,eng ENG,MT,23,8,5,487,5.4,2,0,2,0,0,2,0,0.37,0.00,0.37,0.37,0.37,Matchs
Brian McAllister\e43b1ade,sct SCO,DF,26,7,4,456,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ståle Solbakken\fa459d46,no NOR,MT,29,6,4,403,4.5,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matchs
Mark Kennedy\9f91768b,ie IRL,DFMT,21,4,4,322,3.6,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Stewart Castledine\e334a7ab,eng ENG,MT,24,6,3,313,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Duncan Jupp\303a2b38,sct SCO,DF,22,3,3,233,2.6,0,,0,0,,2,0,0.00,,,0.00,,Matchs
Andy Clarke\c8479463,eng ENG,AT,30,14,1,452,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alan Reeves\4dd90468,eng ENG,DF,29,1,1,90,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Damien Francis\5a0cd907,jm JAM,MT,18,2,0,71,0.8,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Total de l'équipe,,,26.5,38,429,,,32,29,31,1,1,56,2,0.84,0.76,1.61,0.82,1.58,
Total adversaire,,,26.6,38,,,,,,,,,,,,,,,,
