,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Divock Origi\43a166b4,be BEL,AT,23,12,4,371,4.1,3,1,3,0,0,0,0,0.73,0.24,0.97,0.73,0.97,2.3,2.3,0.2,2.5,0.57,0.04,0.61,0.57,0.61,Matchs
Alberto Moreno\11b9265b,es ESP,DF,26,2,2,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.17,0.18,0.01,0.18,Matchs
Nathaniel Clyne\0442183b,eng ENG,DF,27,4,1,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matchs
Alex Oxlade-Chamberlain\38c7feef,eng ENG,MTAT,24,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,1.29,0.10,1.38,1.29,1.38,Matchs
Rafael Camacho\91b43c98,pt POR,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Curtis Jones\4fb9c88f,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Loris Karius\32e7ce92,de GER,GB,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Simon Mignolet\d436eb94,be BEL,GB,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.1,38,418,3420,38.0,86,55,79,7,7,39,2,2.26,1.45,3.71,2.08,3.53,75.0,69.7,49.6,119.3,1.97,1.31,3.28,1.83,3.14,
Total adversaire,,,26.9,38,418,3420,38.0,22,16,22,0,1,48,1,0.58,0.42,1.00,0.58,1.00,31.1,30.3,21.0,51.3,0.82,0.55,1.37,0.80,1.35,
