,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Alisson\7a2e46a8,br BRA,GB,25,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Virgil van Dijk\e06683ca,nl NED,DF,27,38,38,3384,37.6,4,2,4,0,0,1,0,0.11,0.05,0.16,0.11,0.16,3.1,3.1,1.2,4.3,0.08,0.03,0.12,0.08,0.12,Matchs
Mohamed Salah\e342ad68,eg EGY,AT,26,38,37,3250,36.1,22,8,19,3,3,1,0,0.61,0.22,0.83,0.53,0.75,18.7,16.5,8.8,25.2,0.52,0.24,0.76,0.46,0.70,Matchs
Andrew Robertson\2e4f5f03,sct SCO,DF,24,36,36,3216,35.7,0,11,0,0,0,4,0,0.00,0.31,0.31,0.00,0.31,0.9,0.9,7.2,8.1,0.02,0.20,0.23,0.02,0.23,Matchs
Sadio Mané\c691bfe2,sn SEN,AT,26,36,35,3077,34.2,22,1,22,0,0,2,0,0.64,0.03,0.67,0.64,0.67,17.2,17.2,4.7,21.9,0.50,0.14,0.64,0.50,0.64,Matchs
Georginio Wijnaldum\eb58eef0,nl NED,MT,27,35,32,2725,30.3,3,0,3,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.9,2.9,1.4,4.2,0.09,0.05,0.14,0.09,0.14,Matchs
Roberto Firmino\4c370d81,br BRA,ATMT,26,34,31,2607,29.0,12,6,11,1,1,0,0,0.41,0.21,0.62,0.38,0.59,13.0,12.3,5.9,18.1,0.45,0.20,0.65,0.42,0.63,Matchs
Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,19,29,27,2462,27.4,1,12,1,0,0,3,0,0.04,0.44,0.48,0.04,0.48,1.4,1.4,6.5,7.9,0.05,0.24,0.29,0.05,0.29,Matchs
Fabinho\7f3b388c,br BRA,MT,24,28,21,2017,22.4,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,0.9,0.9,1.3,2.2,0.04,0.06,0.10,0.04,0.10,Matchs
Jordan Henderson\935e6b8f,eng ENG,MT,28,32,21,1987,22.1,1,3,1,0,0,2,1,0.05,0.14,0.18,0.05,0.18,1.6,1.6,1.5,3.1,0.07,0.07,0.14,0.07,0.14,Matchs
James Milner\2f90f6b8,eng ENG,MTDF,32,31,19,1789,19.9,5,4,2,3,3,6,1,0.25,0.20,0.45,0.10,0.30,4.0,1.7,5.4,7.1,0.20,0.27,0.47,0.09,0.36,Matchs
Joël Matip\b217ef29,cm CMR,DF,26,22,17,1537,17.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04,Matchs
Naby Keïta\f25c8e3a,gn GUI,MTAT,23,25,16,1390,15.4,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,2.3,2.3,1.0,3.3,0.15,0.06,0.22,0.15,0.22,Matchs
Joe Gomez\7a11550b,eng ENG,DF,21,16,12,1063,11.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.02,0.04,0.02,0.04,Matchs
Xherdan Shaqiri\6421ec64,ch SUI,ATMT,26,24,11,1064,11.8,6,3,6,0,0,2,0,0.51,0.25,0.76,0.51,0.76,3.7,3.7,2.1,5.8,0.31,0.18,0.49,0.31,0.49,Matchs
Dejan Lovren\1a2935f6,hr CRO,DF,29,13,11,986,11.0,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,0.2,0.9,0.06,0.02,0.08,0.06,0.08,Matchs
Adam Lallana\99813635,eng ENG,MTAT,30,13,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.10,0.10,0.20,0.10,0.20,Matchs
Daniel Sturridge\1b7ec703,eng ENG,ATMT,28,18,4,509,5.7,2,1,2,0,0,1,0,0.35,0.18,0.53,0.35,0.53,1.2,1.2,1.2,2.5,0.22,0.22,0.44,0.22,0.44,Matchs
