,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Conor Coady\2928dca2,eng ENG,DF,25,38,38,3420,38.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Rui Patrício\79b0d6a0,pt POR,GB,30,37,37,3329,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Willy Boly\a4ac4b8f,ci CIV,DF,27,36,36,3167,35.2,4,0,4,0,0,2,1,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.9,3.6,0.08,0.03,0.10,0.08,0.10,Matchs
Raúl Jiménez\b561db50,mx MEX,AT,27,38,36,3111,34.6,13,7,11,2,2,4,0,0.38,0.20,0.58,0.32,0.52,13.7,12.2,6.7,18.9,0.40,0.19,0.59,0.35,0.55,Matchs
Matt Doherty\d557d734,ie IRL,DF,26,38,35,3144,34.9,4,5,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,5.2,5.2,4.1,9.2,0.15,0.12,0.26,0.15,0.26,Matchs
João Moutinho\f5a00fa4,pt POR,MT,31,38,35,3032,33.7,1,8,1,0,0,4,0,0.03,0.24,0.27,0.03,0.27,0.6,0.6,6.2,6.8,0.02,0.19,0.20,0.02,0.20,Matchs
Ryan Bennett\0bad4516,eng ENG,DF,28,34,34,3060,34.0,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.7,1.8,0.03,0.02,0.05,0.03,0.05,Matchs
Rúben Neves\44bfb6c5,pt POR,MT,21,35,34,3007,33.4,4,3,2,2,2,8,0,0.12,0.09,0.21,0.06,0.15,3.5,2.0,1.5,3.5,0.10,0.05,0.15,0.06,0.10,Matchs
Jonny Castro\e28868f3,es ESP,DF,24,33,32,2771,30.8,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,1.8,1.8,1.8,3.6,0.06,0.06,0.12,0.06,0.12,Matchs
Diogo Jota\178ae8f8,pt POR,ATMT,21,33,29,2355,26.2,9,5,9,0,0,11,0,0.34,0.19,0.54,0.34,0.54,8.3,8.3,3.9,12.2,0.32,0.15,0.47,0.32,0.47,Matchs
Leander Dendoncker\5a7301ae,be BEL,MT,23,19,17,1467,16.3,2,0,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,2.5,2.5,1.2,3.7,0.16,0.07,0.23,0.16,0.23,Matchs
Hélder Costa\f13d02a6,ao ANG,ATMT,24,25,16,1341,14.9,1,2,1,0,0,3,0,0.07,0.13,0.20,0.07,0.20,2.2,2.2,1.7,3.9,0.15,0.11,0.26,0.15,0.26,Matchs
Romain Saïss\9fbbcf39,ma MAR,MTDF,28,19,12,1149,12.8,2,0,2,0,0,7,0,0.16,0.00,0.16,0.16,0.16,1.8,1.8,0.3,2.0,0.14,0.02,0.16,0.14,0.16,Matchs
Adama Traoré\9a28eba4,es ESP,ATDF,22,29,8,902,10.0,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,1.1,1.1,1.7,2.8,0.11,0.17,0.28,0.11,0.28,Matchs
