,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Rúben Vinagre\b937e490,pt POR,DF,19,17,7,710,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.03,0.13,0.16,0.03,0.16,Matchs
Ivan Cavaleiro\979b811d,pt POR,AT,24,23,6,693,7.7,3,1,3,0,0,1,0,0.39,0.13,0.52,0.39,0.52,2.5,2.5,1.2,3.7,0.32,0.16,0.48,0.32,0.48,Matchs
Morgan Gibbs-White\32f60ed8,eng ENG,MTAT,18,26,5,663,7.4,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,1.4,2.3,0.13,0.19,0.31,0.13,0.31,Matchs
John Ruddy\da8b19e2,eng ENG,GB,31,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Léo Bonatini\da23d58d,br BRA,AT,24,7,0,135,1.5,0,1,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,1.4,1.4,0.2,1.6,0.92,0.12,1.04,0.92,1.04,Matchs
Max Kilman\d0f72bf1,eng ENG,DF,21,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Will Norris\c73ada83,eng ENG,GB,24,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Bright Enobakhare\dccefdd4,ng NGA,ATMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kortney Hause\bf8fad51,eng ENG,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ryan John Giles\73b1d65b,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Cameron John\6c753e99,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.1,38,418,3420,38.0,46,35,42,4,4,73,1,1.21,0.92,2.13,1.11,2.03,49.0,46.0,34.6,80.6,1.29,0.91,2.20,1.21,2.12,
Total adversaire,,,26.8,38,418,3420,38.0,42,32,39,3,4,76,4,1.11,0.84,1.95,1.03,1.87,38.9,35.8,23.6,59.4,1.02,0.62,1.64,0.94,1.56,
