,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Bernd Leno\2628fd2b,de GER,GB,26,32,31,2836,31.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Shkodran Mustafi\3f2d59fe,de GER,DF,26,31,31,2611,29.0,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.5,2.0,0.05,0.02,0.07,0.05,0.07,Matchs
Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,AT,29,36,30,2726,30.3,22,5,18,4,5,0,0,0.73,0.17,0.89,0.59,0.76,21.3,17.3,4.0,21.4,0.70,0.13,0.84,0.57,0.71,Matchs
Granit Xhaka\e61b8aee,ch SUI,MTDF,25,29,29,2498,27.8,4,2,4,0,0,10,0,0.14,0.07,0.22,0.14,0.22,1.5,1.5,3.6,5.0,0.05,0.13,0.18,0.05,0.18,Matchs
Alexandre Lacazette\9dbb75ca,fr FRA,AT,27,35,27,2502,27.8,13,8,13,0,0,2,0,0.47,0.29,0.76,0.47,0.76,12.3,12.3,3.6,15.9,0.44,0.13,0.57,0.44,0.57,Matchs
Sokratis Papastathopoulos\b682dcf6,gr GRE,DF,30,25,25,2198,24.4,1,2,1,0,0,12,0,0.04,0.08,0.12,0.04,0.12,0.9,0.9,0.5,1.4,0.04,0.02,0.06,0.04,0.06,Matchs
Lucas Torreira\52611641,uy URU,MT,22,34,24,2382,26.5,2,2,2,0,0,7,1,0.08,0.08,0.15,0.08,0.15,1.6,1.6,1.2,2.8,0.06,0.05,0.11,0.06,0.11,Matchs
Mattéo Guendouzi\5ea8ef20,fr FRA,MT,19,33,23,2149,23.9,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,2.5,2.9,0.02,0.10,0.12,0.02,0.12,Matchs
Alex Iwobi\6ca5ec4b,ng NGA,ATMT,22,35,22,1970,21.9,3,6,3,0,0,0,0,0.14,0.27,0.41,0.14,0.41,3.3,3.3,6.1,9.4,0.15,0.28,0.43,0.15,0.43,Matchs
Sead Kolašinac\3935e52e,ba BIH,DF,25,24,22,1887,21.0,0,5,0,0,0,5,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,5.4,5.8,0.02,0.26,0.28,0.02,0.28,Matchs
Nacho Monreal\d4cb83cc,es ESP,DF,32,22,21,1861,20.7,1,3,1,0,0,5,0,0.05,0.15,0.19,0.05,0.19,1.0,1.0,1.4,2.4,0.05,0.07,0.12,0.05,0.12,Matchs
Mesut Özil\16380240,de GER,MTAT,29,24,20,1735,19.3,5,2,5,0,0,2,0,0.26,0.10,0.36,0.26,0.36,1.6,1.6,5.5,7.1,0.09,0.28,0.37,0.09,0.37,Matchs
Henrikh Mkhitaryan\dd0daf32,am ARM,ATMT,29,25,19,1641,18.2,6,4,6,0,0,1,0,0.33,0.22,0.55,0.33,0.55,4.7,4.7,4.4,9.0,0.26,0.24,0.50,0.26,0.50,Matchs
Héctor Bellerín\f874dd44,es ESP,DF,23,19,18,1533,17.0,0,5,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,1.0,1.0,2.3,3.3,0.06,0.13,0.20,0.06,0.20,Matchs
Aaron Ramsey\ef619b0b,wls WAL,MT,27,28,14,1331,14.8,4,6,4,0,0,0,0,0.27,0.41,0.68,0.27,0.68,3.3,3.3,2.2,5.5,0.22,0.15,0.37,0.22,0.37,Matchs
Laurent Koscielny\f5efb153,fr FRA,DF,32,17,13,1331,14.8,3,0,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.6,1.6,0.1,1.7,0.11,0.01,0.12,0.11,0.12,Matchs
Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,20,16,11,987,11.0,1,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,1.1,1.1,1.2,2.3,0.10,0.11,0.21,0.10,0.21,Matchs
Stephan Lichtsteiner\99b1d0e6,ch SUI,DF,34,14,10,938,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matchs
Rob Holding\d79a8c87,eng ENG,DF,22,10,9,807,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03,Matchs
Petr Čech\71672fa0,cz CZE,GB,36,7,7,584,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Mohamed Elneny\47a34c4f,eg EGY,MT,26,8,5,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.16,0.04,0.19,0.16,0.19,Matchs
Konstantinos Mavropanos\00963611,gr GRE,DF,20,4,3,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.03,0.13,0.16,0.03,0.16,Matchs
Carl Jenkinson\874125a3,eng ENG,DF,26,3,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Danny Welbeck\ce5143da,eng ENG,ATMT,27,8,1,153,1.7,1,1,1,0,0,0,0,0.59,0.59,1.18,0.59,1.18,0.9,0.9,0.9,1.8,0.52,0.53,1.05,0.52,1.05,Matchs
Joe Willock\a3b03921,eng ENG,MT,18,2,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.20,0.00,0.20,0.20,0.20,Matchs
Denis Suárez\12c50af5,es ESP,AT,24,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Eddie Nketiah\a53649b7,eng ENG,MTAT,19,5,0,67,0.7,1,0,1,0,0,0,0,1.34,0.00,1.34,1.34,1.34,0.2,0.2,0.1,0.3,0.27,0.16,0.43,0.27,0.43,Matchs
Bukayo Saka\bc7dc64d,eng ENG,AT,16,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Emiliano Martínez\7956236f,ar ARG,GB,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Zech Medley\692e9958,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Emile Smith Rowe\17695062,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
