,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ben Foster\d0b3ceb9,eng ENG,GB,35,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.01,0.01,0.00,0.01,Matchs
Craig Cathcart\89e4b358,nir NIR,DF,29,36,35,3096,34.4,3,0,3,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.4,2.0,0.05,0.01,0.06,0.05,0.06,Matchs
Abdoulaye Doucouré\02b29014,fr FRA,MT,25,35,34,3062,34.0,5,6,5,0,0,7,0,0.15,0.18,0.32,0.15,0.32,6.0,6.0,3.3,9.3,0.18,0.10,0.27,0.18,0.27,Matchs
Étienne Capoue\5acc4a10,fr FRA,MT,30,33,33,2944,32.7,1,3,1,0,0,14,1,0.03,0.09,0.12,0.03,0.12,1.1,1.1,0.9,2.0,0.03,0.03,0.06,0.03,0.06,Matchs
Roberto Pereyra\75f2c59f,ar ARG,MT,27,33,33,2815,31.3,6,1,6,0,0,3,0,0.19,0.03,0.22,0.19,0.22,5.5,5.5,3.5,9.0,0.17,0.11,0.29,0.17,0.29,Matchs
Will Hughes\a0666d3e,eng ENG,MTAT,23,32,31,2418,26.9,2,4,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.4,2.4,3.2,5.6,0.09,0.12,0.21,0.09,0.21,Matchs
Troy Deeney\82e34b69,eng ENG,AT,30,32,28,2545,28.3,9,5,8,1,1,4,1,0.32,0.18,0.50,0.28,0.46,9.7,9.0,4.8,13.7,0.34,0.17,0.51,0.32,0.49,Matchs
José Holebas\12aa7661,gr GRE,DF,34,28,27,2393,26.6,3,6,3,0,0,12,1,0.11,0.23,0.34,0.11,0.34,1.1,1.1,3.6,4.7,0.04,0.13,0.18,0.04,0.18,Matchs
Gerard Deulofeu\39583cfd,es ESP,AT,24,30,26,2066,23.0,10,5,10,0,0,3,0,0.44,0.22,0.65,0.44,0.65,8.0,8.0,5.1,13.1,0.35,0.22,0.57,0.35,0.57,Matchs
Kiko Femenía\e5d01ecf,es ESP,DF,27,29,22,2049,22.8,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.4,0.4,1.5,1.9,0.02,0.07,0.08,0.02,0.08,Matchs
Adrian Mariappa\8aa5f52c,jm JAM,DF,31,26,20,1927,21.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.8,0.04,0.04,0.08,0.04,0.08,Matchs
Christian Kabasele\914ab9a1,be BEL,DF,27,21,19,1586,17.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.04,0.00,0.05,0.04,0.05,Matchs
Daryl Janmaat\45da6694,nl NED,DF,29,18,17,1520,16.9,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.7,1.1,0.03,0.04,0.06,0.03,0.06,Matchs
Andre Gray\c24dba2a,jm JAM,AT,27,29,13,1366,15.2,7,2,7,0,0,2,0,0.46,0.13,0.59,0.46,0.59,5.9,5.9,1.8,7.7,0.39,0.12,0.51,0.39,0.51,Matchs
Adam Masina\de0f152c,ma MAR,DF,24,14,11,1004,11.2,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.6,0.6,0.00,0.05,0.06,0.00,0.06,Matchs
Isaac Success\f573a8bf,ng NGA,ATMT,22,30,9,1052,11.7,1,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2.4,2.4,2.1,4.5,0.20,0.18,0.39,0.20,0.39,Matchs
Ken Sema\1770bd68,se SWE,MTAT,24,17,9,754,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,1.1,1.1,0.7,1.8,0.13,0.09,0.22,0.13,0.22,Matchs
Tom Cleverley\6cdd8245,eng ENG,MT,28,13,4,478,5.3,1,0,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matchs
