,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
César Azpilicueta\53cad200,es ESP,DF,28,38,38,3402,37.8,1,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,0.8,0.8,2.3,3.2,0.02,0.06,0.08,0.02,0.08,Matchs
Jorginho\45db685d,it ITA,MT,26,37,37,3156,35.1,2,0,1,1,1,8,0,0.06,0.00,0.06,0.03,0.03,1.5,0.7,3.1,3.8,0.04,0.09,0.13,0.02,0.11,Matchs
Kepa Arrizabalaga\28d596a0,es ESP,GB,23,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
David Luiz\c0e27d1a,br BRA,DF,31,36,36,3238,36.0,3,2,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,2.4,2.4,2.0,4.4,0.07,0.05,0.12,0.07,0.12,Matchs
N'Golo Kanté\b9fbae28,fr FRA,MT,27,36,36,3092,34.4,4,4,4,0,0,3,0,0.12,0.12,0.23,0.12,0.23,2.4,2.4,4.2,6.6,0.07,0.12,0.19,0.07,0.19,Matchs
Antonio Rüdiger\18b896d6,de GER,DF,25,33,33,2871,31.9,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,0.4,2.3,0.06,0.01,0.07,0.06,0.07,Matchs
Eden Hazard\a39bb753,be BEL,AT,27,37,32,2923,32.5,16,15,12,4,4,2,0,0.49,0.46,0.95,0.37,0.83,11.4,8.4,9.8,18.2,0.35,0.30,0.65,0.26,0.56,Matchs
Marcos Alonso\f4290206,es ESP,DF,27,31,31,2759,30.7,2,4,2,0,0,6,0,0.07,0.13,0.20,0.07,0.20,2.9,2.9,3.6,6.4,0.09,0.12,0.21,0.09,0.21,Matchs
Willian\8b9ebd03,br BRA,AT,29,32,26,2097,23.3,3,6,3,0,0,2,0,0.13,0.26,0.39,0.13,0.39,4.6,4.6,6.4,11.1,0.20,0.28,0.47,0.20,0.47,Matchs
Pedro\3ca7254a,es ESP,AT,31,31,21,1778,19.8,8,2,8,0,0,2,0,0.40,0.10,0.51,0.40,0.51,6.6,6.6,2.7,9.3,0.33,0.14,0.47,0.33,0.47,Matchs
Mateo Kovačić\79c0821a,hr CRO,MT,24,32,21,1735,19.3,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,1.8,1.8,2.4,4.2,0.09,0.12,0.22,0.09,0.22,Matchs
Ross Barkley\3a24769f,eng ENG,MT,24,27,13,1245,13.8,3,5,3,0,0,1,0,0.22,0.36,0.58,0.22,0.58,3.7,3.7,1.8,5.5,0.27,0.13,0.40,0.27,0.40,Matchs
Gonzalo Higuaín\8a08491a,ar ARG,AT,30,14,13,1085,12.1,5,0,5,0,0,0,0,0.41,0.00,0.41,0.41,0.41,5.3,5.3,1.1,6.4,0.44,0.09,0.53,0.44,0.53,Matchs
Álvaro Morata\129af0db,es ESP,AT,25,16,11,941,10.5,5,0,5,0,0,3,0,0.48,0.00,0.48,0.48,0.48,6.4,6.4,0.2,6.7,0.62,0.02,0.64,0.62,0.64,Matchs
Olivier Giroud\16ceb862,fr FRA,AT,31,27,7,847,9.4,2,4,2,0,0,1,0,0.21,0.43,0.64,0.21,0.64,3.7,3.7,1.5,5.1,0.39,0.15,0.54,0.39,0.54,Matchs
Emerson Palmieri\e0bc6fdc,it ITA,DF,23,10,7,663,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.08,0.11,0.03,0.11,Matchs
Ruben Loftus-Cheek\e97fd090,eng ENG,MTAT,22,24,6,998,11.1,6,2,6,0,0,0,0,0.54,0.18,0.72,0.54,0.72,3.0,3.0,1.5,4.5,0.27,0.14,0.41,0.27,0.41,Matchs
Andreas Christensen\1cb49278,dk DEN,DF,22,8,6,617,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Callum Hudson-Odoi\15f3ec41,eng ENG,AT,17,10,4,393,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.7,0.7,1.0,1.6,0.16,0.22,0.37,0.16,0.37,Matchs
Willy Caballero\a179d516,ar ARG,GB,36,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Cesc Fàbregas\33508c78,es ESP,MT,31,6,1,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.10,0.13,0.03,0.13,Matchs
Davide Zappacosta\7fe90ccd,it ITA,DF,26,4,1,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.10,0.14,0.04,0.14,Matchs
Victor Moses\e726e11e,ng NGA,AT,27,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.56,0.56,0.00,0.56,Matchs
Gary Cahill\7914b9fe,eng ENG,DF,32,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ethan Ampadu\10b9fa99,wls WAL,DFMT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Danny Drinkwater\2649ff32,eng ENG,MT,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Marc Guéhi\d0706b27,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.3,38,418,3420,38.0,61,52,56,5,5,49,0,1.61,1.37,2.97,1.47,2.84,59.0,55.2,44.9,100.0,1.55,1.18,2.73,1.45,2.63,
Total adversaire,,,26.8,38,418,3420,38.0,39,30,38,1,2,63,0,1.03,0.79,1.82,1.00,1.79,35.3,33.6,27.1,60.7,0.93,0.71,1.64,0.88,1.60,
