,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Kasper Schmeichel\53af52f3,dk DEN,GB,31,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.00,0.01,0.01,0.00,0.01,Matchs
Wilfred Ndidi\6b47c5db,ng NGA,MT,21,38,37,3296,36.6,2,0,2,0,0,8,0,0.05,0.00,0.05,0.05,0.05,3.3,3.3,1.7,4.9,0.09,0.05,0.13,0.09,0.13,Matchs
Ben Chilwell\d2424d1b,eng ENG,DF,21,36,36,3240,36.0,0,4,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,2.8,3.7,0.03,0.08,0.10,0.03,0.10,Matchs
Ricardo Pereira\75a72a99,pt POR,DFAT,24,35,35,3123,34.7,2,6,2,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.3,1.3,4.7,6.0,0.04,0.13,0.17,0.04,0.17,Matchs
James Maddison\ee38d9c5,eng ENG,MTAT,21,36,35,2831,31.5,7,7,6,1,2,4,1,0.22,0.22,0.45,0.19,0.41,7.1,5.5,7.9,13.5,0.22,0.25,0.48,0.18,0.43,Matchs
Harry Maguire\d8931174,eng ENG,DF,25,31,31,2596,28.8,3,0,3,0,0,6,1,0.10,0.00,0.10,0.10,0.10,2.1,2.1,0.5,2.6,0.07,0.02,0.09,0.07,0.09,Matchs
Jamie Vardy\45963054,eng ENG,AT,31,34,30,2726,30.3,18,4,14,4,5,3,1,0.59,0.13,0.73,0.46,0.59,17.6,13.8,4.5,18.3,0.58,0.15,0.73,0.45,0.60,Matchs
Nampalys Mendy\1598599e,sn SEN,MT,26,31,23,2092,23.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matchs
Demarai Gray\4468ec10,eng ENG,ATMT,22,34,23,1985,22.1,4,1,4,0,0,2,0,0.18,0.05,0.23,0.18,0.23,4.3,4.3,1.2,5.4,0.19,0.05,0.25,0.19,0.25,Matchs
Jonny Evans\f8fcd2a5,nir NIR,DF,30,24,21,1996,22.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matchs
Wes Morgan\80c31c97,jm JAM,DF,34,22,21,1925,21.4,3,0,3,0,0,3,2,0.14,0.00,0.14,0.14,0.14,1.7,1.7,0.1,1.8,0.08,0.00,0.08,0.08,0.08,Matchs
Marc Albrighton\b827d5b3,eng ENG,ATMT,28,27,18,1625,18.1,2,2,2,0,0,3,0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,2.4,3.5,0.06,0.13,0.19,0.06,0.19,Matchs
Youri Tielemans\56f7a928,be BEL,MT,21,13,13,1086,12.1,3,4,3,0,0,2,0,0.25,0.33,0.58,0.25,0.58,1.8,1.8,2.5,4.3,0.15,0.21,0.36,0.15,0.36,Matchs
Harvey Barnes\3ea50f67,eng ENG,ATMT,20,16,11,1004,11.2,1,2,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.4,4.6,0.28,0.13,0.41,0.28,0.41,Matchs
Kelechi Iheanacho\c92e1a31,ng NGA,ATMT,21,30,9,941,10.5,1,3,1,0,0,2,0,0.10,0.29,0.38,0.10,0.38,2.4,2.4,1.6,4.0,0.23,0.15,0.38,0.23,0.38,Matchs
Rachid Ghezzal\dc3a9a0d,dz ALG,ATMT,26,19,8,743,8.3,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.3,1.3,1.7,3.0,0.16,0.21,0.36,0.16,0.36,Matchs
Daniel Amartey\1a4ef233,gh GHA,DF,23,9,7,641,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06,Matchs
Hamza Choudhury\7d2d3329,eng ENG,MT,20,9,7,595,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.06,0.11,0.04,0.11,Matchs
Çağlar Söyüncü\21166ff4,tr TUR,DF,22,6,4,372,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matchs
Danny Simpson\3201b03d,eng ENG,DF,31,6,3,292,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matchs
Vicente Iborra\ad1ffcfd,es ESP,MT,30,8,3,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09,Matchs
Christian Fuchs\a67a09fb,at AUT,DF,32,3,2,207,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.02,0.11,0.14,0.02,0.14,Matchs
Shinji Okazaki\68796d61,jp JPN,MTAT,32,21,1,288,3.2,0,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,0.2,0.2,0.5,0.7,0.07,0.15,0.22,0.07,0.22,Matchs
Adrien Silva\d6f88a1d,pt POR,MT,29,2,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Fousseni Diabaté\d07e3b41,ml MLI,AT,22,1,1,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.12,0.12,0.00,0.12,Matchs
Josh Knight\5c0c30cc,eng ENG,DFMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Danny Ward\d3ce0e89,wls WAL,GB,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.9,38,418,3420,38.0,48,34,43,5,7,60,5,1.26,0.89,2.16,1.13,2.03,49.6,44.4,35.2,79.6,1.30,0.93,2.23,1.17,2.09,
Total adversaire,,,26.8,38,418,3420,38.0,48,36,43,5,5,70,6,1.26,0.95,2.21,1.13,2.08,45.2,41.5,31.8,73.3,1.19,0.84,2.03,1.09,1.93,
