,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Hugo Lloris\8f62b6ee,fr FRA,GB,31,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Toby Alderweireld\f7d50789,be BEL,DF,29,34,33,2922,32.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.6,2.1,0.05,0.02,0.07,0.05,0.07,Matchs
Christian Eriksen\980522ec,dk DEN,MT,26,35,30,2774,30.8,8,12,8,0,0,3,0,0.26,0.39,0.65,0.26,0.65,5.7,5.7,7.1,12.8,0.18,0.23,0.42,0.18,0.42,Matchs
Harry Kane\21a66f6a,eng ENG,AT,25,28,27,2424,26.9,17,4,13,4,4,5,0,0.63,0.15,0.78,0.48,0.63,13.9,10.9,4.0,14.9,0.52,0.15,0.67,0.41,0.55,Matchs
Moussa Sissoko\2acd49b9,fr FRA,MT,28,29,27,2330,25.9,0,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,2.7,3.8,0.05,0.10,0.15,0.05,0.15,Matchs
Kieran Trippier\21512407,eng ENG,DF,27,27,26,2276,25.3,1,3,1,0,0,2,0,0.04,0.12,0.16,0.04,0.16,0.6,0.6,4.6,5.2,0.02,0.18,0.21,0.02,0.21,Matchs
Lucas Moura\2b622f01,br BRA,ATMT,25,32,25,2121,23.6,10,0,10,0,0,3,0,0.42,0.00,0.42,0.42,0.42,5.6,5.6,2.1,7.7,0.24,0.09,0.33,0.24,0.33,Matchs
Son Heung-min\92e7e919,kr KOR,AT,26,31,23,2039,22.7,12,6,12,0,0,2,1,0.53,0.26,0.79,0.53,0.79,7.5,7.5,3.3,10.9,0.33,0.15,0.48,0.33,0.48,Matchs
Davinson Sánchez\da7b447d,co COL,DF,22,23,22,1942,21.6,1,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.7,1.7,0.0,1.7,0.08,0.00,0.08,0.08,0.08,Matchs
Jan Vertonghen\ba23a904,be BEL,DF,31,22,22,1911,21.2,1,0,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,1.8,1.8,0.3,2.1,0.09,0.01,0.10,0.09,0.10,Matchs
Dele Alli\cea4ee8f,eng ENG,MT,22,25,22,1825,20.3,5,3,5,0,0,4,0,0.25,0.15,0.39,0.25,0.39,6.0,6.0,2.6,8.6,0.30,0.13,0.43,0.30,0.43,Matchs
Ben Davies\44781702,wls WAL,DF,25,27,20,1844,20.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,2.0,2.9,0.04,0.10,0.14,0.04,0.14,Matchs
Danny Rose\89d10e53,eng ENG,DFMT,28,26,20,1798,20.0,0,3,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.9,0.9,2.2,3.1,0.05,0.11,0.16,0.05,0.16,Matchs
Eric Dier\ac861941,eng ENG,MTDF,24,20,18,1506,16.7,3,0,3,0,0,4,0,0.18,0.00,0.18,0.18,0.18,1.7,1.7,0.7,2.3,0.10,0.04,0.14,0.10,0.14,Matchs
Harry Winks\2f7acede,eng ENG,MT,22,26,17,1597,17.7,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matchs
Juan Foyth\6c7762c3,ar ARG,DF,20,12,10,888,9.9,1,0,1,0,0,3,1,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.3,1.1,0.08,0.03,0.11,0.08,0.11,Matchs
Érik Lamela\abe66106,ar ARG,ATMT,26,19,9,974,10.8,4,2,4,0,0,2,0,0.37,0.18,0.55,0.37,0.55,3.3,3.3,2.3,5.6,0.31,0.21,0.52,0.31,0.52,Matchs
Mousa Dembélé\f7ee69fb,be BEL,MT,31,10,7,515,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matchs
Fernando Llorente\82dbf623,es ESP,AT,33,20,6,694,7.7,1,4,1,0,0,2,0,0.13,0.52,0.65,0.13,0.65,3.0,3.0,1.3,4.3,0.40,0.16,0.56,0.40,0.56,Matchs
Serge Aurier\5c2b4f07,ci CIV,DFMT,25,8,6,564,6.3,0,2,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.6,0.7,0.02,0.10,0.12,0.02,0.12,Matchs
Victor Wanyama\e0900238,ke KEN,MT,27,13,4,516,5.7,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,1.0,0.17,0.01,0.18,0.17,0.18,Matchs
Kyle Walker-Peters\984a5a64,eng ENG,DF,21,6,4,376,4.2,0,3,0,0,0,1,0,0.00,0.72,0.72,0.00,0.72,0.4,0.4,0.7,1.1,0.09,0.17,0.26,0.09,0.26,Matchs
Paulo Gazzaniga\63d17038,ar ARG,GB,26,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Oliver Skipp\6250083a,eng ENG,MT,17,8,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matchs
Michel Vorm\1bebde9d,nl NED,GB,34,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Vincent Janssen\31dce0c8,nl NED,AT,24,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.76,0.00,0.76,0.76,0.76,Matchs
Georges-Kévin N'Koudou\76c131da,fr FRA,AT,23,1,0,5,0.1,0,1,0,0,0,0,0,0.00,18.00,18.00,0.00,18.00,0.0,0.0,0.2,0.2,0.00,4.20,4.20,0.00,4.20,Matchs
Luke Amos\77128f7e,eng ENG,MT,21,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Timothy Eyoma\449949f4,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
George Marsh\49deb548,eng ENG,DFMT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kazaiah Sterling\230255f5,eng ENG,AT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Alfie Whiteman\3f2587ee,eng ENG,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.8,38,418,3420,38.0,66,47,62,4,4,57,3,1.74,1.24,2.97,1.63,2.87,58.1,55.1,38.0,93.1,1.53,1.00,2.53,1.45,2.45,
Total adversaire,,,26.7,38,418,3420,38.0,36,28,33,3,5,61,2,0.95,0.74,1.68,0.87,1.61,45.4,41.4,30.8,72.2,1.19,0.81,2.00,1.09,1.90,
