Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ASHCROFT,",, ,J,i,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"BADGER, Bert	Wing ",, , , , ,	
,"BELLAMY, Jim	Wing ",, , , , ,	
,"BIGDEN, James	Wing ",, , , , ,	
,"BLACKMAN, Fred	Full ",, , , , ,	
,"BRIERCLIFFE,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"BUCHAN, James	Wing ",, , , , ,	
,"CHAPLIN, Fred	Wing ",, , , , ,	
,"COLEMAN, Tim	Inside ",, , , , , , , ,	
,"CROSS, Archie	Full ",, , , , ,	
,"CROWE, Alfred	Centre ",, , , , , , , ,	
,"DAVIDSON,",, ,A,l,e,x,a,n,d,e,r,	,G,o,a,l,k,e,e,p,e,r,	
,"DICK, John	Wing ",, , , , ,	
,"DUCAT, Andy	Wing ",, , , , ,	
,"DWIGHT, Fred	Full ",, , , , ,	
,"FARRELL, Thomas	Inside ",, , , , , , , ,	
,"FITCHIE, Tom	Inside ",, , , , , , , ,	
,"GOOING, Bill	Centre ",, , , , , , , ,	
,"GRAY, Archie	Full ",, , , , ,	
,"HUNTER, John ",       	Inside Forward
,"JACKSON, Jimmy	Full ",, , , , ,	
,"LINWARD,",, ,B,i,l,l,	,W,i,n,g,e,r,	
,"MACEACHRANE, Roddy	Wing ",, , , , ,	
,"NEAVE,",, ,D,a,v,i,d,	,W,i,n,g,e,r,	
,"SANDS, Percy	Centre ",, , , , ,	
,"SATTERTHWAITE, Charlie	Inside ",, , , , , , , ,	
,"TEMPLETON,",, ,B,o,b,b,y,	,W,i,n,g,e,r,	
,"WATSON, Bob	Inside ",, , , , , , , ,	
,"WILCOX,",, ,T,o,m,	,G,o,a,l,k,e,e,p,e,r
