,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Mohamed Salah\e342ad68,eg EGY,AT,25,36,34,2907,32.3,32,10,31,1,2,1,0,0.99,0.31,1.30,0.96,1.27,24.4,22.9,9.0,31.9,0.76,0.28,1.03,0.71,0.99,Matchs
Roberto Firmino\4c370d81,br BRA,AT,25,37,32,2763,30.7,15,7,14,1,1,1,0,0.49,0.23,0.72,0.46,0.68,12.1,11.4,5.4,16.7,0.40,0.18,0.57,0.37,0.55,Matchs
Sadio Mané\c691bfe2,sn SEN,ATMT,25,29,28,2190,24.3,10,7,10,0,0,3,1,0.41,0.29,0.70,0.41,0.70,10.4,10.4,4.9,15.3,0.43,0.20,0.63,0.43,0.63,Matchs
Georginio Wijnaldum\eb58eef0,nl NED,MT,26,33,27,2387,26.5,1,2,1,0,0,1,0,0.04,0.08,0.11,0.04,0.11,2.5,2.5,1.5,4.0,0.10,0.06,0.15,0.10,0.15,Matchs
Jordan Henderson\935e6b8f,eng ENG,MT,27,27,25,2171,24.1,1,1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.0,0.8,1.8,2.6,0.04,0.07,0.11,0.03,0.11,Matchs
Dejan Lovren\1a2935f6,hr CRO,DF,28,29,24,2127,23.6,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,0.3,1.9,0.06,0.01,0.08,0.06,0.08,Matchs
Emre Can\a65ce836,de GER,MT,23,26,24,2091,23.2,3,4,3,0,0,8,0,0.13,0.17,0.30,0.13,0.30,1.6,1.6,2.9,4.5,0.07,0.13,0.19,0.07,0.19,Matchs
Joël Matip\b217ef29,cm CMR,DF,25,25,22,1997,22.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.5,2.1,0.08,0.02,0.10,0.08,0.10,Matchs
Andrew Robertson\2e4f5f03,sct SCO,DF,23,22,22,1940,21.6,1,5,1,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.6,0.6,3.3,3.9,0.03,0.15,0.18,0.03,0.18,Matchs
Joe Gomez\7a11550b,eng ENG,DF,20,23,21,1902,21.1,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.02,0.05,0.06,0.02,0.06,Matchs
Loris Karius\32e7ce92,de GER,GB,24,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Simon Mignolet\d436eb94,be BEL,GB,29,19,19,1710,19.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,18,19,18,1573,17.5,1,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,2.2,3.5,0.07,0.13,0.20,0.07,0.20,Matchs
James Milner\2f90f6b8,eng ENG,MT,31,32,16,1775,19.7,0,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.1,1.1,3.5,4.6,0.06,0.18,0.23,0.06,0.23,Matchs
Ragnar Klavan\008a6e6d,ee EST,DF,31,19,16,1451,16.1,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matchs
Alex Oxlade-Chamberlain\38c7feef,eng ENG,MTAT,23,32,14,1493,16.6,3,7,3,0,0,3,0,0.18,0.42,0.60,0.18,0.60,2.4,2.4,4.1,6.5,0.15,0.25,0.39,0.15,0.39,Matchs
Alberto Moreno\11b9265b,es ESP,DF,25,16,14,1266,14.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.03,0.06,0.09,0.03,0.09,Matchs
Virgil van Dijk\e06683ca,nl NED,DF,26,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.8,1.9,0.08,0.05,0.14,0.08,0.14,Matchs
Philippe Coutinho\0ef89a37,br BRA,MTAT,25,14,13,1109,12.3,7,6,7,0,0,0,0,0.57,0.49,1.06,0.57,1.06,2.6,2.6,4.2,6.9,0.21,0.34,0.56,0.21,0.56,Matchs
Dominic Solanke\e77dc3b2,eng ENG,AT,19,21,5,596,6.6,1,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,2.9,2.9,2.1,5.0,0.44,0.32,0.76,0.44,0.76,Matchs
Daniel Sturridge\1b7ec703,eng ENG,AT,27,9,5,431,4.8,2,1,2,0,0,0,0,0.42,0.21,0.63,0.42,0.63,2.6,2.6,0.9,3.5,0.54,0.19,0.74,0.54,0.74,Matchs
Danny Ings\07802f7f,eng ENG,ATMT,25,8,3,267,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,1.5,1.5,0.2,1.6,0.49,0.06,0.54,0.49,0.54,Matchs
Nathaniel Clyne\0442183b,eng ENG,DFAT,26,3,2,174,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.07,0.11,0.04,0.11,Matchs
Adam Lallana\99813635,eng ENG,MTAT,29,12,1,308,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.4,1.8,0.51,0.14,0.65,0.51,0.65,Matchs
Marko Grujić\8b8e759d,rs SRB,MT,21,3,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Matchs
Divock Origi\43a166b4,be BEL,AT,22,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ben Woodburn\8aadeaef,wls WAL,MT,17,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Rafael Camacho\91b43c98,pt POR,AT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jon Flanagan\f2428fd4,eng ENG,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Curtis Jones\4fb9c88f,eng ENG,MT,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Conor Masterson\db975607,ie IRL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Danny Ward\d3ce0e89,wls WAL,GB,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.6,38,418,3420,38.0,82,58,80,2,3,,,2.16,1.53,3.68,2.11,3.63,72.8,70.5,50.1,120.6,1.92,1.32,3.23,1.86,3.17,
Total adversaire,,,27.1,38,418,3420,38.0,38,23,34,4,6,50,0,1.00,0.61,1.61,0.89,1.50,34.0,29.5,19.6,49.0,0.90,0.51,1.41,0.78,1.29,
