,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ederson\3bb7b8b4,br BRA,GB,23,36,36,3194,35.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Kevin De Bruyne\e46012d4,be BEL,MT,26,37,36,3073,34.1,8,16,8,0,0,2,0,0.23,0.47,0.70,0.23,0.70,6.2,6.2,13.4,19.5,0.18,0.39,0.57,0.18,0.57,Matchs
Nicolás Otamendi\0d267745,ar ARG,DF,29,34,33,2967,33.0,4,0,4,0,0,9,0,0.12,0.00,0.12,0.12,0.12,2.7,2.7,0.7,3.4,0.08,0.02,0.10,0.08,0.10,Matchs
Fernandinho\101da2b5,br BRA,MT,32,34,33,2881,32.0,5,3,5,0,0,7,0,0.16,0.09,0.25,0.16,0.25,2.7,2.7,2.5,5.3,0.08,0.08,0.16,0.08,0.16,Matchs
Kyle Walker\86dd77d1,eng ENG,DF,27,32,32,2785,30.9,0,6,0,0,0,3,2,0.00,0.19,0.19,0.00,0.19,0.7,0.7,4.8,5.4,0.02,0.15,0.18,0.02,0.18,Matchs
Raheem Sterling\b400bde0,eng ENG,AT,22,33,29,2587,28.7,18,11,17,1,1,4,2,0.63,0.38,1.01,0.59,0.97,18.3,17.1,7.5,24.7,0.64,0.26,0.90,0.60,0.86,Matchs
David Silva\e2716bd0,es ESP,MT,31,29,28,2430,27.0,9,11,9,0,0,5,0,0.33,0.41,0.74,0.33,0.74,7.3,7.3,7.7,15.0,0.27,0.29,0.56,0.27,0.56,Matchs
Leroy Sané\2b114be3,de GER,AT,21,32,27,2419,26.9,10,15,10,0,0,4,0,0.37,0.56,0.93,0.37,0.93,5.7,5.7,8.0,13.7,0.21,0.30,0.51,0.21,0.51,Matchs
Sergio Agüero\4d034881,ar ARG,AT,29,25,22,1963,21.8,21,6,17,4,4,2,0,0.96,0.28,1.24,0.78,1.05,17.5,14.4,7.4,21.8,0.80,0.34,1.14,0.66,1.00,Matchs
