,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Harry Maguire\d8931174,eng ENG,DF,24,38,38,3420,38.0,2,4,2,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.3,2.3,2.0,4.3,0.06,0.05,0.11,0.06,0.11,Matchs
Jamie Vardy\45963054,eng ENG,AT,30,37,37,3247,36.1,20,1,15,5,6,3,0,0.55,0.03,0.58,0.42,0.44,17.7,13.1,2.9,16.1,0.49,0.08,0.57,0.36,0.45,Matchs
Riyad Mahrez\892d5bb1,dz ALG,MTAT,26,36,34,2950,32.8,12,10,12,0,0,2,0,0.37,0.31,0.67,0.37,0.67,5.9,5.9,8.3,14.2,0.18,0.25,0.43,0.18,0.43,Matchs
Kasper Schmeichel\53af52f3,dk DEN,GB,30,33,33,2965,32.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Wilfred Ndidi\6b47c5db,ng NGA,MT,20,33,33,2898,32.2,0,3,0,0,0,8,4,0.00,0.09,0.09,0.00,0.09,1.7,1.7,0.6,2.3,0.05,0.02,0.07,0.05,0.07,Matchs
Wes Morgan\80c31c97,jm JAM,DF,33,32,32,2817,31.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.5,0.04,0.01,0.05,0.04,0.05,Matchs
Marc Albrighton\b827d5b3,eng ENG,MTAT,27,34,30,2538,28.2,2,7,2,0,0,5,1,0.07,0.25,0.32,0.07,0.32,1.6,1.6,5.1,6.6,0.06,0.18,0.24,0.06,0.24,Matchs
Danny Simpson\3201b03d,eng ENG,DF,30,28,27,2306,25.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matchs
Christian Fuchs\a67a09fb,at AUT,DF,31,25,21,1921,21.3,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.6,1.0,0.02,0.03,0.05,0.02,0.05,Matchs
Ben Chilwell\d2424d1b,eng ENG,DF,20,24,20,1853,20.6,0,2,0,0,0,2,2,0.00,0.10,0.10,0.00,0.10,0.4,0.4,2.1,2.5,0.02,0.10,0.12,0.02,0.12,Matchs
Demarai Gray\4468ec10,eng ENG,MTAT,21,35,17,1697,18.9,3,1,3,0,0,2,0,0.16,0.05,0.21,0.16,0.21,2.2,2.2,3.4,5.6,0.12,0.18,0.30,0.12,0.30,Matchs
Vicente Iborra\ad1ffcfd,es ESP,MT,29,19,17,1410,15.7,3,0,3,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.4,1.4,0.3,1.6,0.09,0.02,0.10,0.09,0.10,Matchs
Shinji Okazaki\68796d61,jp JPN,MTAT,31,27,17,1324,14.7,6,2,6,0,0,2,0,0.41,0.14,0.54,0.41,0.54,5.6,5.6,2.0,7.7,0.38,0.14,0.52,0.38,0.52,Matchs
Matty James\ebd0a048,eng ENG,MT,26,13,11,993,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.11,0.01,0.12,0.11,0.12,Matchs
Adrien Silva\d6f88a1d,pt POR,MT,28,12,9,761,8.5,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.9,1.2,0.04,0.10,0.14,0.04,0.14,Matchs
Kelechi Iheanacho\c92e1a31,ng NGA,MTAT,20,21,7,830,9.2,3,3,3,0,0,2,0,0.33,0.33,0.65,0.33,0.65,3.2,3.2,2.2,5.4,0.34,0.24,0.59,0.34,0.59,Matchs
Aleksandar Dragović\6fd8a334,at AUT,DF,26,11,7,769,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Daniel Amartey\1a4ef233,gh GHA,DF,22,8,6,487,5.4,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
