,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Fousseni Diabaté\d07e3b41,ml MLI,MTAT,21,14,5,587,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,0.6,1.0,0.06,0.09,0.15,0.06,0.15,Matchs
Andy King\d790907f,wls WAL,MT,28,11,5,537,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,1.1,0.17,0.00,0.18,0.17,0.18,Matchs
Hamza Choudhury\7d2d3329,eng ENG,MTDF,19,8,4,378,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.0,0.0,0.2,0.2,0.01,0.05,0.06,0.01,0.06,Matchs
Ben Hamer\d822a850,eng ENG,GB,29,4,3,275,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Islam Slimani\ffec9769,dz ALG,ATMT,29,12,2,249,2.8,1,1,1,0,0,0,0,0.36,0.36,0.72,0.36,0.72,1.2,1.2,0.1,1.3,0.43,0.04,0.48,0.43,0.48,Matchs
Eldin Jakupović\1148323a,ch SUI,GB,32,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Yohan Benalouane\8309b068,tn TUN,DF,30,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matchs
Leonardo Ulloa\eed56f6c,ar ARG,AT,31,4,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matchs
Harvey Barnes\3ea50f67,eng ENG,MT,19,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.70,0.00,0.70,0.70,0.70,Matchs
Sam Hughes\286f5a8e,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ahmed Musa\b7084daf,ng NGA,ATMT,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Layton Ndukwu\2219083d,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
George Thomas\7ef24097,wls WAL,ATMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.2,38,418,3420,38.0,53,38,48,5,6,,,1.39,1.00,2.39,1.26,2.26,48.1,43.5,31.9,75.4,1.27,0.84,2.11,1.15,1.99,
Total adversaire,,,26.8,38,418,3420,38.0,58,47,56,2,4,52,1,1.53,1.24,2.76,1.47,2.71,49.9,46.9,37.1,84.0,1.31,0.98,2.29,1.23,2.21,
