,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Mathias Jørgensen\0db5d2c8,dk DEN,DF,27,38,38,3420,38.0,0,2,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,2.0,2.0,0.9,2.9,0.05,0.02,0.08,0.05,0.08,Matchs
Jonas Lössl\939bc634,dk DEN,GB,28,38,38,3420,38.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,Matchs
Christopher Schindler\8ae9869d,de GER,DF,27,37,37,3265,36.3,0,1,0,0,0,7,2,0.00,0.03,0.03,0.00,0.03,0.7,0.7,1.8,2.5,0.02,0.05,0.07,0.02,0.07,Matchs
Aaron Mooy\47b7e3af,au AUS,MT,26,36,34,3067,34.1,4,3,3,1,1,4,0,0.12,0.09,0.21,0.09,0.18,2.6,1.8,3.1,4.9,0.08,0.09,0.17,0.05,0.14,Matchs
Jonathan Hogg\9306d5ea,eng ENG,MT,28,30,29,2398,26.6,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matchs
Tom Ince\67d23ab0,eng ENG,MTAT,25,33,27,2452,27.2,2,0,2,0,0,0,0,0.07,0.00,0.07,0.07,0.07,6.4,6.4,0.9,7.3,0.23,0.03,0.27,0.23,0.27,Matchs
Rajiv van La Parra\1931bde9,nl NED,ATMT,26,33,26,2137,23.7,3,0,2,1,1,3,1,0.13,0.00,0.13,0.08,0.08,3.4,2.6,0.9,3.4,0.14,0.04,0.18,0.11,0.15,Matchs
Tommy Smith\e9208654,eng ENG,DF,25,24,21,1904,21.2,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.5,1.7,0.01,0.07,0.08,0.01,0.08,Matchs
Steve Mounié\19ba6c6d,bj BEN,AT,22,28,21,1855,20.6,7,1,7,0,0,2,0,0.34,0.05,0.39,0.34,0.39,5.2,5.2,1.0,6.3,0.25,0.05,0.30,0.25,0.30,Matchs
Florent Hadergjonaj\9aa186b2,xk KVX,DFMT,23,23,19,1674,18.6,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,1.6,2.1,0.02,0.09,0.11,0.02,0.11,Matchs
Chris Löwe\c6896eab,de GER,DF,28,23,19,1588,17.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.04,0.06,0.02,0.06,Matchs
Laurent Depoitre\aa5859cb,be BEL,AT,28,33,18,1820,20.2,6,1,6,0,0,1,0,0.30,0.05,0.35,0.30,0.35,4.0,4.0,1.2,5.2,0.20,0.06,0.26,0.20,0.26,Matchs
Elias Kachunga\5bddccc9,cd COD,ATMT,25,19,17,1329,14.8,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.0,2.0,0.9,2.9,0.13,0.06,0.19,0.13,0.19,Matchs
Collin Quaner\19b8b0b9,de GER,ATMT,26,26,13,1280,14.2,0,4,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,1.8,1.8,2.4,4.3,0.13,0.17,0.30,0.13,0.30,Matchs
Scott Malone\f15a50e8,eng ENG,DF,26,22,12,1119,12.4,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Matchs
Alex Pritchard\ff9fcd4d,eng ENG,MTAT,24,14,12,998,11.1,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,1.9,3.0,0.10,0.17,0.27,0.10,0.27,Matchs
Danny Williams\ec9a28ce,us USA,MT,28,20,11,1124,12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.03,0.04,0.07,0.03,0.07,Matchs
Terence Kongolo\1f9a3a04,nl NED,DF,23,13,11,1049,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.01,0.05,0.03,0.05,Matchs
Philip Billing\d328a254,dk DEN,MT,21,16,8,764,8.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.04,0.05,0.02,0.05,Matchs
Joe Lolley\c5f13182,eng ENG,ATMT,24,6,2,221,2.5,1,0,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09,Matchs
Abdelhamid Sabiri\4830e0af,de GER,MT,20,5,2,220,2.4,0,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,0.1,0.1,0.3,0.4,0.06,0.12,0.18,0.06,0.18,Matchs
Martin Cranie\9e53837d,eng ENG,DF,30,3,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Kasey Palmer\453f566a,jm JAM,MTAT,20,4,1,170,1.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matchs
Dean Whitehead\a32204c9,eng ENG,MT,35,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Hefele\91bdc54a,de GER,DF,26,2,0,33,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Joel Coleman\b73e459a,eng ENG,GB,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jon Gorenc Stanković\9c74fa25,si SVN,DFMT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Robert Green\a350680b,eng ENG,GB,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.4,38,418,3420,38.0,25,19,23,2,2,,,0.66,0.50,1.16,0.61,1.11,31.7,30.2,21.9,52.1,0.83,0.58,1.41,0.79,1.37,
Total adversaire,,,27.0,38,418,3420,38.0,57,41,53,4,6,56,4,1.50,1.08,2.58,1.39,2.47,55.2,50.5,34.0,84.5,1.45,0.90,2.35,1.33,2.22,
