,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Henning Berg\ad77f84e,no NOR,DF,25,38,38,3381,37.6,0,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matchs
Tim Flowers\df3b6e40,eng ENG,GB,28,37,37,3318,36.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matchs
Alan Shearer\438b3a51,eng ENG,AT,24,35,35,3150,35.0,31,7,28,3,3,4,0,0.89,0.20,1.09,0.80,1.00,Matchs
Colin Hendry\9acd6d0d,sct SCO,DF,29,33,33,2930,32.6,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matchs
Tim Sherwood\885f0b51,eng ENG,MT,26,33,33,2929,32.5,4,3,4,0,0,9,0,0.12,0.09,0.22,0.12,0.22,Matchs
Jeff Kenna\cf4038bb,ie IRL,DF,24,32,32,2859,31.8,0,3,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matchs
Stuart Ripley\6516188c,eng ENG,ATMT,27,28,28,2224,24.7,0,9,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,Matchs
Mike Newell\a54bad44,eng ENG,AT,30,30,26,2118,23.5,3,9,3,0,0,7,0,0.13,0.38,0.51,0.13,0.51,Matchs
David Batty\21b2e37b,eng ENG,MT,26,23,23,2025,22.5,1,1,,,,5,0,0.04,0.04,0.09,,,Matchs
Chris Coleman\811de5ec,wls WAL,DF,25,21,20,1746,19.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lars Bohinen\bdb7e1b5,no NOR,MT,25,19,17,1532,17.0,4,1,,,,3,0,0.23,0.06,0.29,,,Matchs
Billy McKinlay\a5e06511,sct SCO,MT,26,19,14,1327,14.7,2,1,2,0,0,5,1,0.14,0.07,0.20,0.14,0.20,Matchs
Kevin Gallacher\dc257810,sct SCO,ATMT,28,17,14,1217,13.5,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,Matchs
Graeme Le Saux\0bd42c09,eng ENG,DF,26,14,13,1105,12.3,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matchs
Ian Pearce\3537c18f,eng ENG,DF,21,12,12,1052,11.7,1,2,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26,Matchs
Jason Wilcox\6b9fa9ad,eng ENG,ATMT,24,10,10,837,9.3,3,3,3,0,0,0,0,0.32,0.32,0.65,0.32,0.65,Matchs
Chris Sutton\83c38e36,eng ENG,DFAT,22,13,9,819,9.1,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matchs
Nicky Marker\e667189c,eng ENG,DF,30,10,8,711,7.9,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,Matchs
Matty Holmes\fc77951f,eng ENG,MT,25,9,8,670,7.4,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matchs
Graham Fenton\d2fd5e70,eng ENG,MT,21,14,4,596,6.6,6,2,,,,2,0,0.91,0.30,1.21,,,Matchs
Garry Flitcroft\dc6356ad,eng ENG,MT,22,3,3,183,2.0,0,0,,,,1,1,0.00,0.00,0.00,,,Matchs
Paul Warhurst\86810d2a,eng ENG,DFMT,25,10,1,346,3.8,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matchs
Niklas Gudmundsson\d00d367e,se SWE,MT,23,4,1,110,1.2,0,1,0,0,0,0,0,0.00,0.82,0.82,0.00,0.82,Matchs
Bobby Mimms\cf942807,eng ENG,GB,31,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Makel\317b6dd3,eng ENG,MT,22,3,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mark Atkins\e4c3d857,eng ENG,DFMT,26,4,0,45,0.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.6,38,427,,,60,45,57,3,3,66,4,1.58,1.18,2.76,1.50,2.68,
Total adversaire,,,26.9,38,,,,,,,,,,,,,,,,
