Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ASHCROFT,",, ,J,i,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"BATEUP,",, ,T,e,d,d,y,	,G,o,a,l,k,e,e,p,e,r,	
,"BELLAMY, Jim	Wing ",, , , , ,	
,"BIGDEN, James	Wing ",, , , , ,	
,"BLAIR, Jimmy	Wing ",, , , , ,	
,"COLEMAN, Tim	Inside ",, , , , , , , ,	
,"CROSS, Archie	Full ",, , , , ,	
,"DICK, John	Wing ",, , , , ,	
,"DUCAT, Andy	Wing ",, , , , ,	
,"FERGUSON,",, ,J,a,m,e,s,	,W,i,n,g,e,r,	
,"FREEMAN, Bert	Centre ",, , , , , , , ,	
,"GARBUTT,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"GRAY, Archie	Full ",, , , , ,	
,"HYNDS, Tommy	Centre ",, , , , ,	
,"KYLE, Peter	Centre ",, , , , , , , ,	
,"LOW, Archibald	Wing ",, , , , ,	
,"MACEACHRANE, Roddy	Wing ",, , , , ,	
,"MORDUE,",, ,J,a,c,k,i,e,	,W,i,n,g,e,r,	
,"NEAVE,",, ,D,a,v,i,d,	,W,i,n,g,e,r,	
,"SANDS, Percy	Centre ",, , , , ,	
,"SATTERTHWAITE, Charlie	Inside ",, , , , , , , ,	
,"SHARP, Jimmy	Full ",, , , , ,	
,"THEOBALD, Stephen	Centre ",, , , , ,	
