,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Joel Ward\8a7ff278,eng ENG,DFMT,24,37,37,3330,37.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matchs
Julián Speroni\8e65a5e5,ar ARG,GB,35,36,36,3204,35.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Scott Dann\52105203,eng ENG,DF,27,34,34,2920,32.4,2,3,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15,Matchs
Jason Puncheon\fd3f57ce,eng ENG,MT,28,37,31,2824,31.4,6,7,6,0,0,8,1,0.19,0.22,0.41,0.19,0.41,Matchs
Yannick Bolasie\715fc0fe,cd COD,ATMT,25,34,31,2769,30.8,4,6,4,0,0,3,0,0.13,0.20,0.33,0.13,0.33,Matchs
Joe Ledley\c221f149,wls WAL,MT,27,32,30,2571,28.6,2,0,2,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matchs
James McArthur\cee31595,sct SCO,MT,26,32,29,2601,28.9,2,0,2,0,1,6,0,0.07,0.00,0.07,0.07,0.07,Matchs
Damien Delaney\210d9ecb,ie IRL,DF,33,29,28,2434,27.0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matchs
Martin Kelly\d7492450,eng ENG,DFMT,24,31,27,2498,27.8,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matchs
Mile Jedinak\22fd2214,au AUS,MT,29,24,24,2078,23.1,5,3,2,3,3,4,1,0.22,0.13,0.35,0.09,0.22,Matchs
Wilfried Zaha\b2bc3b1f,ci CIV,ATMT,21,31,23,1977,22.0,4,2,4,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matchs
Marouane Chamakh\790ca5f3,ma MAR,AT,30,18,15,1149,12.8,2,0,2,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matchs
Fraizer Campbell\81d63375,eng ENG,AT,26,20,13,1172,13.0,4,0,4,0,0,5,0,0.31,0.00,0.31,0.31,0.31,Matchs
Brede Hangeland\7cbeb80c,no NOR,DF,33,14,12,1173,13.0,2,1,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23,Matchs
Dwight Gayle\e58a03c6,eng ENG,AT,23,25,11,1097,12.2,5,1,4,1,1,1,0,0.41,0.08,0.49,0.33,0.41,Matchs
Glenn Murray\f2f29dda,eng ENG,AT,30,17,9,869,9.7,7,3,6,1,2,4,1,0.72,0.31,1.04,0.62,0.93,Matchs
Adrian Mariappa\8aa5f52c,jm JAM,DF,27,12,8,843,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matchs
Pape Souaré\46b5375e,sn SEN,DF,24,9,7,605,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jordon Mutch\37c408cc,eng ENG,MT,22,7,4,333,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Yaya Sanogo\11ced928,fr FRA,AT,21,10,3,320,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Wayne Hennessey\76eca7e2,wls WAL,GB,27,3,2,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Barry Bannan\9469fb13,sct SCO,MT,24,7,2,138,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Chung-yong\49b05a83,kr KOR,ATMT,26,3,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stuart O'Keefe\d0f8d154,eng ENG,MT,23,2,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Adlène Guedioura\f75825e3,dz ALG,MT,28,7,0,127,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shola Ameobi\e79a368b,ng NGA,AT,32,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kevin Doyle\c4689de2,ie IRL,AT,30,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jonny Williams\49b8432c,wls WAL,ATMT,20,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jerome Thomas\94cf0dab,eng ENG,ATMT,31,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Zeki Fryers\f58d6213,eng ENG,DF,21,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Hiram Boateng\929917ce,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,Matchs
Jake Gray\7f626c9f,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,Matchs
Andrew Johnson\facd1b3e,eng ENG,AT,33,0,0,,,,,,,,,,,,,,,Matchs
Paddy McCarthy\74a9a389,ie IRL,DF,31,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.8,38,418,3420,38.0,46,27,41,5,7,0,0,1.21,0.71,1.92,1.08,1.79,
Total adversaire,,,26.9,38,418,3420,38.0,51,31,47,4,6,68,1,1.34,0.82,2.16,1.24,2.05,
