	-- League --	--- FA Cup ---	---- Other ----

1970/71
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARNARD, Chris 	Midfielder	0+1	0	0	0	0	0	0	0	0
										
BAXTER, Bill 	Central Defender	24	2	0	3	0	0	2	0	0
										
BELL, Bobby 	Central Defender	23	1	0	4	0	0	0	0	0
										
BEST, David 	Goalkeeper	18	0	0	0	0	0	2	0	0
										
CARROLL, Tommy 	Full Back	8	0	0	0	0	0	1	0	0
										
CLARKE, Frank 	Forward	36	8	1	6	2	0	2	0	0
										
COLLARD, Ian 	Midfielder	15+2	0	0	4+1	0	0	0+1	0	0
										
HAMMOND, Geoff 	Full Back	29	1	0	6	0	0	1	0	0
										
HARPER, Colin 	Full Back	13	0	0	0	0	0	0	0	0
										
HILL, Mick 	Forward	26	7	0	6	1	0	0	0	0
										
HUNT, Bobby 	Forward	0+1	0	0	0	0	0	0	0	0
										
JEFFERSON, Derek 	Central Defender	20+1	0	0	1	0	0	0	0	0
										
LAMBERT, Mick 	Winger	11+6	3	0	0+2	0	0	0+1	0	0
										
MCNEIL, Mick 	Full Back	19	0	0	6	0	0	2	0	0
										
MILLER, Johnny 	Winger	3+3	0	0	0	0	0	0	0	0
										
MILLS, Mick 	Full Back	42	1	0	6	1	0	2	0	0
										
MORRIS, Peter 	Midfielder	41	2	0	6	0	0	2	0	0
										
ROBERTSON, Jimmy 	Winger	40	5	0	6	1	0	2	0	0
										
SHANAHAN, Terry 	Forward	3+1	0	0	0	0	0	0	0	0
										
SIVELL, Laurie 	Goalkeeper	24	0	0	6	0	0	0	0	0
										
VILJOEN, Colin 	Midfielder	31+1	10	3	6	2	0	2	0	0
										
WHYMARK, Trevor 	Forward	8+2	1	0	0	0	0	2	0	0
										
WOODS, Clive 	Winger	28+5	1	0	0+1	0	0	2	0	0
