Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BATES, Mick ",Midfielder,29+5,0,0,2+1,0,0,9+2,1,0
,"BELFITT, Rod ",Forward,3+10,3,0,1,0,0,6+1,1,0
,"BREMNER, Billy ",Midfielder,25,3,0,2,0,0,11,4,0
,"CHARLTON, Jack ",Central Defender,40,6,0,4,0,0,11,3,0
,"CLARKE, Allan ",Forward,41,19,0,4,1,0,11,3,0
,"COOPER, Terry ",Full Back,41,1,0,3,0,0,11,0,0
,"DAVEY, Nigel ",Full Back,6+1,0,0,1,0,0,3+1,0,0
,"GALVIN, Chris ",Midfielder,1,0,0,0+1,0,0,0+1,0,0
,"GILES, Johnny ",Midfielder,34,13,7,4,2,0,8,1,1
,"GRAY, Eddie ",Winger,19,1,0,0,0,0,6,3,0
,"HARVEY, David ",Goalkeeper,7,0,0,0,0,0,3+1,0,0
,"HIBBITT, Terry ",Winger,0+2,0,0,0,0,0,1,0,0
,"HUNTER, Norman ",Central Defender,42,1,0,4,1,0,12,0,0
,"JONES, Mick ",Forward,39,6,0,3,3,0,10,1,0
,"JORDAN, Joe ",Forward,0+1,0,0,0,0,0,0+2,0,0
,"KENNEDY, David ",Central Defender,0,0,0,0,0,0,1,0,0
,"LORIMER, Peter ",Forward,38,12,1,4,2,0,11,5,1
,"MADELEY, Paul ",Central Defender,41,5,0,4,0,0,13,1,0
,"REANEY, Paul ",Full Back,19+2,0,0,4,0,0,6+3,0,0
,"RUTHERFORD, Bobby ",Midfielder,0,0,0,0,0,0,0,0,0
,"SPRAKE, Gary ",Goalkeeper,35,0,0,4,0,0,10+1,0,0
,"WALLS, Dave ",Winger,0,0,0,0,0,0,0,0,0
,"YORATH, Terry ",Midfielder,2+1,0,0,0,0,0,0+2,0,0
