,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
John Ruddy\da8b19e2,eng ENG,GB,24,37,37,3320,36.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matchs
Russell Martin\24952f1e,sct SCO,DF,25,33,30,2853,31.7,2,1,2,0,0,1,0,0.06,0.03,0.09,0.06,0.09,Matchs
Kyle Naughton\e860c42f,eng ENG,DF,22,32,29,2704,30.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matchs
Wes Hoolahan\5236a502,ie IRL,MT,29,33,25,2273,25.3,4,7,4,0,0,4,0,0.16,0.28,0.44,0.16,0.44,Matchs
Bradley Johnson\e0d9bbbe,eng ENG,DFMT,24,28,25,2102,23.4,2,5,2,0,0,2,0,0.09,0.21,0.30,0.09,0.30,Matchs
Grant Holt\1b64c1b2,eng ENG,AT,30,36,24,2250,25.0,15,2,13,2,2,7,1,0.60,0.08,0.68,0.52,0.60,Matchs
Anthony Pilkington\b31af577,ie IRL,ATMT,23,30,23,1974,21.9,8,1,8,0,0,1,0,0.36,0.05,0.41,0.36,0.41,Matchs
David Fox\102a7473,eng ENG,MT,27,28,23,1931,21.5,0,3,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matchs
Steve Morison\292064fa,wls WAL,AT,27,34,22,2102,23.4,9,4,9,0,0,1,0,0.39,0.17,0.56,0.39,0.56,Matchs
Elliott Bennett\02c9ea40,eng ENG,DFMT,22,33,22,2013,22.4,1,4,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,Matchs
Andrew Surman\7d41b619,eng ENG,MT,24,25,21,1914,21.3,4,0,4,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matchs
Zak Whitbread\846e7a85,us USA,DF,27,18,18,1435,15.9,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matchs
Marc Tierney\d4c01c38,eng ENG,DF,25,17,17,1530,17.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matchs
Andrew Crofts\5ba16a76,wls WAL,MT,27,24,13,1285,14.3,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matchs
Leon Barnett\76854cdf,eng ENG,DF,25,17,13,1232,13.7,1,1,1,0,0,2,1,0.07,0.07,0.15,0.07,0.15,Matchs
Elliott Ward\58e98028,eng ENG,DF,26,12,12,1080,12.0,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matchs
Adam Drury\cc8f5f70,eng ENG,DF,32,12,12,901,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jonny Howson\08b10f50,eng ENG,DFMT,23,11,11,945,10.5,1,1,1,0,0,3,0,0.10,0.10,0.19,0.10,0.19,Matchs
Simeon Jackson\8f8bbbac,ca CAN,AT,24,22,10,945,10.5,3,2,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matchs
Ryan Bennett\0bad4516,eng ENG,DF,21,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Daniel Ayala\302560a0,es ESP,DF,20,7,6,497,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ritchie De Laet\dc234f98,be BEL,DF,22,6,6,480,5.3,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matchs
Simon Lappin\a985ccde,sct SCO,DFMT,28,4,4,290,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Chris Martin\c21e39f9,sct SCO,AT,22,4,3,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Aaron Wilbraham\9b2c7f55,eng ENG,AT,31,11,2,314,3.5,1,1,1,0,0,1,0,0.29,0.29,0.57,0.29,0.57,Matchs
James Vaughan\4fb0dc59,eng ENG,AT,23,5,1,151,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Declan Rudd\42f4f848,eng ENG,GB,20,2,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,25.8,38,418,,,52,33,50,2,2,58,3,1.37,0.87,2.24,1.32,2.18,
Total adversaire,,,27.0,38,,,,,,,,,,,,,,,,
