	-- League --	--- FA Cup ---	---- Other ----

1963/64
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BIRCH, Brian	Winger	
										
BROMLEY, Brian	Midfielder	
										
BUTLER, Dennis	Winger	
										
COOPER, Charlie	Full Back	
										
DAVIES, Wyn	Forward	
										
DAVISON, Jimmy	Winger	
										
DEAKIN, Peter	Midfielder	
										
EDWARDS, Bryan	Wing Half	
										
FARRIMOND, Syd	Full Back	
										
HARTLE, Roy	Full Back	
										
HATTON, Dave	Central Defender	
										
HILL, Freddie	Midfielder	
										
HOPKINSON, Eddie	Goalkeeper	
										
HULME, John	Central Defender	
										
LEE, Francis	Forward	
										
LENNARD, Dave	Midfielder	
										
LORD, Albert	Goalkeeper	
										
PILKINGTON, Brian	Winger	
										
REDROBE, Eric	Forward	
										
RIMMER, Warwick	Central Defender	
										
RUSSELL, Billy	Forward	
										
SMITH, Alex	Goalkeeper	
										
STANLEY, Graham	Wing Half	
										
TAYLOR, Gordon	Winger
