	-- League --	--- FA Cup ---	---- Other ----

1904/05
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ATHERSMITH, Charlie	Winger	
										
BEER, Billy	Wing Half	
										
BIRD, Jack	Wing Half	
										
CONNOR, Joe	Inside Forward	
										
DOUGHERTY, Jim	Wing Half	
										
FIELD, Charles 'Oakey'	Winger	
										
GLOVER, John	Full Back	
										
GREEN, Benny	Inside Forward	
										
HARTWELL, Ambrose	Centre Half	
										
HARVEY, Charles	Winger	
										
HOWARD, Harry	Wing Half	
										
JONES, Thomas	Winger	
										
JONES, Billy	Centre Forward	
										
MCROBERTS, Bobby	Centre Forward	
										
ROBINSON, Nat	Goalkeeper	
										
SELLMAN, Alfred	Centre Half	
										
STOKES, Frank	Full Back	
										
TICKLE, Charlie	Winger	
										
WIGMORE, Walter	Centre Half	
										
WILCOX, Freddie	Inside Forward	
										
WINDRIDGE, Jimmy	Inside Forward	
