Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"AITKEN,",, ,F,e,r,g,i,e,	,W,i,n,g,e,r,	
,"BEARE,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"BLAIR, Jimmy	Full ",, , , , ,	
,"BRITTAN, Charlie	Full ",, , , , ,	
,"CLENNELL, Joe	Inside ",, , , , , , , ,	
,"DAVIES,",, ,B,e,n,	,G,o,a,l,k,e,e,p,e,r,	
,"DAVIES, Len	Inside ",, , , , , , , ,	
,"EVANS, Herbie	Wing ",, , , , ,	
,"EVANS, Charles	Wing ",, , , , ,	
,"EVANS,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"EVANS,",, ,S,i,d,	,W,i,n,g,e,r,	
,"FARQUHARSON,",, ,T,o,m,	,G,o,a,l,k,e,e,p,e,r,	
,"GILL, Jimmy	Inside ",, , , , , , , ,	
,"GRIMSHAW,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"HARDY, Billy	Wing ",, , , , ,	
,"JENKINS, Eddie	Wing ",, , , , ,	
,"JONES, Vince	Wing ",, , , , ,	
,"KEENOR, Fred	Central ",, , , , , , , , ,	
,"KNEESHAW,",, ,J,a,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"MASON, Fred	Full ",, , , , ,	
,"MCDONALD, Ken	Centre ",, , , , , , , ,	
,"MCGILL, Thomas	Inside ",, , , , , , , ,	
,"NASH, Harry	Wing ",, , , , ,	
,"NELSON, Jimmy	Full ",, , , , ,	
,"NOCK, Jack	Inside ",, , , , , , , ,	
,"PAGE, Jack	Full ",, , , , ,	
,"PUGSLEY, John	Wing ",, , , , ,	
,"REID, George	Centre ",, , , , , , , ,	
,"SMITH, Bert	Centre ",, , , , ,	
,"TAYLOR,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"TURNBULL,",, ,B,i,l,l,y,	,W,i,n,g,e,r
