,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Martin Dúbravka\3a949a25,sk SVK,GB,29,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Matt Ritchie\71ef519e,sct SCO,DFMT,28,36,35,2928,32.5,2,8,1,1,2,9,0,0.06,0.25,0.31,0.03,0.28,4.7,3.2,5.2,8.3,0.14,0.16,0.30,0.10,0.26,Matchs
Ayoze Pérez\819aa8e7,es ESP,MTAT,25,37,34,2917,32.4,12,2,12,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.6,7.6,4.0,11.6,0.23,0.12,0.36,0.23,0.36,Matchs
Jamaal Lascelles\450ab6fc,eng ENG,DF,24,32,32,2745,30.5,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,0.4,1.0,0.02,0.01,0.03,0.02,0.03,Matchs
Salomón Rondón\b318a643,ve VEN,AT,28,32,30,2603,28.9,11,7,11,0,0,1,0,0.38,0.24,0.62,0.38,0.62,10.9,10.9,3.6,14.5,0.38,0.12,0.50,0.38,0.50,Matchs
DeAndre Yedlin\ae0a7ddf,us USA,DF,25,29,28,2473,27.5,1,2,1,0,0,6,1,0.04,0.07,0.11,0.04,0.11,1.0,1.0,2.5,3.5,0.04,0.09,0.13,0.04,0.13,Matchs
Mohamed Diamé\b7d082af,sn SEN,MT,31,29,24,2166,24.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.04,0.00,0.04,0.04,0.04,Matchs
Fabian Schär\c8aa95da,ch SUI,DF,26,24,22,1999,22.2,4,1,4,0,0,12,0,0.18,0.05,0.23,0.18,0.23,1.7,1.7,0.8,2.4,0.07,0.04,0.11,0.07,0.11,Matchs
Paul Dummett\3fe6bd8c,wls WAL,DF,26,26,21,1990,22.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03,Matchs
Isaac Hayden\c951a6df,eng ENG,MT,23,25,21,1859,20.7,1,4,1,0,0,3,1,0.05,0.19,0.24,0.05,0.24,0.9,0.9,2.0,2.9,0.04,0.10,0.14,0.04,0.14,Matchs
Federico Fernández\f25b010f,ar ARG,DF,29,19,17,1484,16.5,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04,Matchs
