,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Christian Atsu\8816329f,gh GHA,MTAT,26,28,15,1493,16.6,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,1.2,3.3,0.13,0.07,0.20,0.13,0.20,Matchs
Kenedy\5eebbfdf,br BRA,MTDF,22,25,14,1348,15.0,1,1,1,0,1,1,0,0.07,0.07,0.13,0.07,0.13,2.3,1.6,0.8,2.4,0.16,0.05,0.21,0.10,0.16,Matchs
Ki Sung-yueng\1d8c99b0,kr KOR,MT,29,18,14,1302,14.5,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,1.2,0.01,0.07,0.08,0.01,0.08,Matchs
Javier Manquillo\758dd7f0,es ESP,DF,24,18,12,1101,12.2,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.7,0.8,0.00,0.06,0.07,0.00,0.07,Matchs
Florian Lejeune\6eaed4eb,fr FRA,DF,27,12,12,1054,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.02,0.06,0.04,0.06,Matchs
Jonjo Shelvey\3727dd3c,eng ENG,MT,26,16,10,948,10.5,1,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,0.8,0.8,1.3,2.1,0.08,0.12,0.20,0.08,0.20,Matchs
Ciaran Clark\2b91cf8e,ie IRL,DF,28,11,9,858,9.5,3,0,3,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.5,0.5,0.1,0.5,0.05,0.01,0.05,0.05,0.05,Matchs
Miguel Almirón\862a1c15,py PAR,ATMT,24,10,9,759,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.7,1.6,0.8,2.5,0.20,0.10,0.30,0.19,0.29,Matchs
Sean Longstaff\a2b105e0,eng ENG,MT,20,9,8,687,7.6,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.7,1.1,0.06,0.09,0.15,0.06,0.15,Matchs
Joselu\6265208f,es ESP,AT,28,16,5,596,6.6,2,0,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.7,1.7,0.1,1.8,0.26,0.01,0.27,0.26,0.27,Matchs
Yoshinori Mutō\5343eb4e,jp JPN,ATMT,26,17,5,524,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.0,1.1,0.19,0.00,0.20,0.19,0.20,Matchs
Jacob Murphy\de112b84,eng ENG,MTDF,23,9,3,302,3.4,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.1,0.1,0.4,0.5,0.02,0.13,0.15,0.02,0.15,Matchs
Antonio Barreca\6a189491,it ITA,DF,23,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Lewis Cass\711a6e59,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Karl Darlow\cde3309f,eng ENG,GB,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Cal Roberts\8e9caf48,eng ENG,ATMT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jamie Sterry\f13d0f83,eng ENG,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kelland Watts\603e4f0b,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Freddie Woodman\19e50035,eng ENG,GB,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.9,38,418,3420,38.0,41,33,40,1,3,57,2,1.08,0.87,1.95,1.05,1.92,39.3,37.0,26.7,63.7,1.03,0.70,1.74,0.97,1.68,
Total adversaire,,,26.8,38,418,3420,38.0,47,32,41,6,6,58,1,1.24,0.84,2.08,1.08,1.92,53.3,48.8,35.1,84.0,1.40,0.92,2.33,1.29,2.21,
